Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Saurashtra Cement Ltd","Cement","1229.76","21.73","-4.44","1.33","0.68","7.35","7.93","1.80","294.93","6.75"
"SAR Televenture Ltd","Telecom Infrastructure","1225.52","78.26","81.84","17.07","9.87","79.20","-","-","-82.36","17.33"
"Wardwizard Innovations & Mobility Ltd","Two Wheelers","1224.48","91.11","-24.57","12.09","3.81","40.95","-","-","51.69","0.52"
"Vimta Labs Ltd","Labs & Life Sciences Services","1224.15","29.85","23.50","3.83","3.80","13.41","20.10","0.36","-14.97","18.51"
"Arihant Capital Markets Ltd","Diversified Financials","1223.43","17.36","100.93","3.79","5.15","9.65","-","-","626.20","6.77"
"Credo Brands Marketing Ltd","Men's Clothing","1220.11","20.61","2.69","3.57","1.92","8.91","21.69","0.26","-74.70","15.31"
"Ksolves India Ltd","IT Services & Consulting","1219.51","35.70","-6.62","51.15","11.19","25.64","36.69","1.90","38.19","28.81"
"Arrow Greentech Ltd","Packaging","1213.22","41.11","97.00","9.42","8.03","24.32","66.01","0.25","132.35","19.56"
"AGI Infra Ltd","Real Estate","1212.08","23.27","8.64","5.40","4.02","14.70","19.72","-","8.27","42.64"
"Shankara Building Products Ltd","Building Products - Pipes","1211.98","14.94","-27.48","1.52","0.25","8.09","124.69","0.60","24.85","34.45"
"Orient Technologies Ltd","IT Services & Consulting","1208.03","29.15","-2.60","6.89","1.99","19.14","54.20","-","6.95","11.70"
"Creative Newtech Ltd","Technology Hardware","1205.45","27.36","13.59","5.38","0.69","18.35","-","0.06","64.93","32.99"
"Aym Syntex Ltd","Textiles","1198.12","590.21","155.99","2.83","0.88","14.84","18.83","-","-71.73","0.40"
"Kuantum Papers Ltd","Paper Products","1197.26","6.51","-11.63","1.07","0.98","4.81","4.02","2.19","35.02","21.06"
"Aptech Ltd","Education Services","1191.60","41.02","-13.59","4.58","2.63","22.76","-","-","-57.12","5.01"
"Benares Hotels Ltd","Hotels Resorts & Cruise Lines","1188.96","33.00","2.32","8.94","9.60","21.01","29.32","0.27","54.11","277.15"
"Bajaj Healthcare Ltd","Pharmaceuticals","1188.95","-14.19","19.23","4.27","2.47","-","12.88","-","-294.72","-30.36"
"Uniphos Enterprises Ltd","Fertilizers & Agro Chemicals","1186.66","30.73","20.54","0.57","12.69","28.64","-","3.34","-1.53","5.55"
"Indo Rama Synthetics (India) Ltd","Textiles","1183.89","-5.82","2.08","3.22","0.29","-","-","-","-728.34","-7.79"
"Max India Ltd","Hospitals & Diagnostic Centres","1174.24","-20.82","19.84","2.39","6.00","-","-","-","-510.16","-13.08"
"Mafatlal Industries Ltd","Textiles","1172.85","11.88","33.80","1.44","0.55","9.03","7.39","-","689.47","13.90"
"GIC Housing Finance Ltd","Home Financing","1170.94","7.74","6.40","0.64","1.09","44.32","2.24","2.07","-29.03","28.10"
"Gala Precision Engineering Ltd","Industrial Machinery","1165.32","52.19","23.90","11.16","5.69","31.42","74.46","-","-7.88","22.10"
"Vantage Knowledge Academy Ltd","Publishing","1164.40","831.71","357.46","81.60","246.17","597.47","-","-","268.22","0.20"
"Magadh Sugar & Energy Ltd","Sugar","1164.18","10.00","41.73","1.56","1.06","8.39","37.47","1.82","131.55","82.60"
"CFF Fluid Control Ltd","Aerospace & Defense","1146.93","67.15","34.62","9.11","10.72","37.31","-","-","42.63","10.12"
"Valiant Organics Ltd","Commodity Chemicals","1144.12","-136.37","-1.73","1.57","1.56","32.75","13.62","-","-109.45","-3.07"
"AGS Transact Technologies Ltd","Business Support Services","1137.58","-14.20","23.35","2.46","0.75","9.08","3.26","-","-316.01","-6.63"
"Ritco Logistics Ltd","Logistics","1136.03","34.44","55.67","6.21","1.21","17.57","76.81","-","35.15","13.48"
"3B Blackbio DX Ltd","Fertilizers & Agricultural Chemicals","1135.32","35.37","76.79","5.04","13.10","23.65","42.13","-","15.96","37.40"
"Saint-Gobain Sekurit India Ltd","Auto Parts","1127.43","36.10","-0.20","5.68","5.35","20.58","37.99","1.62","8.20","3.43"
"Dharmaj Crop Guard Ltd","Fertilizers & Agro Chemicals","1126.13","25.38","41.71","3.13","1.71","18.61","152.39","-","42.86","13.13"
"TGV SRAAC Ltd","Commodity Chemicals","1124.76","18.53","11.17","1.03","0.70","7.30","6.85","-","-83.21","5.66"
"Last Mile Enterprises Ltd","Real Estate Development","1124.20","458.86","-47.19","10.57","8.08","194.02","-","0.04","-56.15","1.71"
"New Delhi Television Ltd","TV Channels & Broadcasters","1122.90","-55.53","-19.22","3.93","2.86","-","-","-","-141.49","-3.14"
"Diffusion Engineers Ltd","Industrial Machinery","1119.08","36.50","67.47","5.86","3.90","24.18","28.62","0.13","-67.45","19.31"
"IST Ltd","Industrial Machinery","1117.77","8.87","-4.08","0.85","5.44","6.02","207.38","-","54.20","108.05"
"Tuticorin Alkali Chemicals and Fertilizers Ltd","Commodity Chemicals","1115.16","16.02","-2.94","14.09","3.46","15.21","86.38","-","-31.18","5.72"
"Elin Electronics Ltd","Electronic Equipments","1114.01","80.32","33.69","2.21","1.06","20.75","26.11","-","-52.07","2.89"
"Pudumjee Paper Products Ltd","Paper Products","1113.00","11.34","73.16","2.26","1.39","6.70","8.39","0.51","65.17","10.33"
"Satia Industries Ltd","Paper Products","1111.80","5.26","0.64","1.19","0.64","3.25","3.07","-","9.89","21.12"
"Sika Interplant Systems Ltd","Aerospace & Defense Equipments","1106.22","57.14","38.74","10.70","9.83","40.83","56.07","0.38","120.50","45.66"
"Automotive Stampings and Assemblies Ltd","Auto Parts","1106.15","54.81","-7.02","-150.09","1.26","23.38","35.54","-","142.26","12.72"
"Australian Premium Solar (India) Ltd","Photovoltaic Solar Systems & Equipment","1105.64","179.78","120.04","23.00","7.28","108.26","437.01","-","57.62","3.59"
"IIRM Holdings India Ltd","-","1105.30","48.82","544.67","9.88","6.14","24.07","-","-","-","3.32"
"Prime Securities Ltd","Investment Banking & Brokerage","1098.36","59.18","88.38","6.97","16.48","43.49","83.53","0.30","60.67","5.65"
"Sical Logistics Ltd","Logistics","1091.75","-38.59","-20.51","7.02","3.95","25.24","136.64","-","96.78","-4.34"
"Vilas Transcore Ltd","Heavy Electrical Equipments","1086.30","47.09","92.36","6.82","3.46","28.68","22.10","-","14.15","12.82"
"Morganite Crucible (India) Ltd","Industrial Machinery","1080.18","46.00","38.02","8.42","6.21","24.93","25.03","2.07","45.57","41.93"
"Shalimar Paints Ltd","Specialty Chemicals","1078.79","-14.61","-24.12","2.74","1.99","-","61.02","-","-89.23","-9.47"
"Vasa Denticity Ltd","Hospitals & Diagnostic Centres","1077.41","71.45","23.54","15.76","6.22","51.30","-","-","-","9.42"
"NACL Industries Ltd","Fertilizers & Agro Chemicals","1075.28","-18.26","-14.29","2.10","0.60","67.46","21.33","-","-161.94","-2.96"
"Nelcast Ltd","Iron & Steel","1075.25","19.77","-17.64","2.06","0.83","10.63","56.15","0.32","82.98","6.25"
"Faze Three Ltd","Textiles","1072.35","23.02","14.53","2.82","1.87","11.07","28.97","-","-20.09","19.16"
"Jaybharat Textiles and Real Estate Ltd","Textiles","1071.95","-57.57","3.70","-2.34","31.72","-","6699.66","-","81.64","-0.49"
"Investment Trust of India Ltd","Investment Banking & Brokerage","1069.92","57.65","43.18","1.56","3.44","23.86","-","-","60.28","3.55"
"NINtec Systems Ltd","IT Services & Consulting","1067.38","68.73","24.39","30.53","12.60","48.31","107.60","-","-","8.36"
"Kriti Industries (India) Limited","Building Products - Pipes","1064.64","48.53","59.35","7.02","1.22","18.65","18.22","0.09","195.39","4.42"
"Transindia Real Estate Ltd","Logistics","1059.93","4.23","-12.64","0.87","2.38","1.90","14.11","-","-100.00","20.38"
"Sutlej Textiles and Industries Ltd","Textiles","1057.35","-7.80","11.40","1.10","0.39","-","4.77","-","-463.63","-8.27"
"Sahana System Ltd","IT Services & Consulting","1056.53","58.05","69.04","18.74","15.25","44.43","30.78","-","141.09","26.21"
"Jay Bharat Maruti Ltd","Auto Parts","1054.79","32.74","-14.35","1.96","0.46","8.71","5.62","0.72","-14.99","2.98"
"Sunshine Capital Ltd","-","1051.06","-22.26","-41.06","18.98","14.16","-","-","-","-2737.43","-0.45"
"Ganesh Benzoplast Ltd","Specialty Chemicals","1049.25","17.08","-11.97","2.07","2.14","9.29","12.60","-","3.72","8.96"
"Swiss Military Consumer Goods Ltd","Investment Banking & Brokerage","1048.16","125.83","79.90","14.35","5.42","89.52","-","-","41.94","0.40"
"Urja Global Ltd","Renewable Energy Equipment & Services","1047.75","513.60","-8.30","5.56","22.80","263.84","-","-","34.21","0.04"
"City Pulse Multiplex Ltd","Movies & Entertainment","1046.14","7472.44","646.01","11.63","909.69","2381.41","2682.41","-","-","0.42"
"Voith Paper Fabrics India Ltd","Textiles","1039.92","28.65","25.31","2.98","5.35","14.45","39.60","0.34","14.28","82.67"
"Pacheli Industrial Finance Ltd","Home Financing","1038.80","119766047036984750000.00","12.16","229.32","970.85","203873.49","1648.90","-","100.00","0.00"
"Algoquant Fintech Ltd","Investment Banking & Brokerage","1035.64","104.08","1.93","23.40","15.94","90.64","-","-","390.09","12.38"
"Asian Granito India Ltd","Building Products - Granite","1031.51","-84.20","20.98","0.81","0.67","19.17","-","-","86.53","-0.97"
"20 Microns Ltd","Specialty Chemicals","1030.01","18.37","101.74","2.91","1.32","10.13","18.92","0.43","34.10","15.89"
"Ratnaveer Precision Engineering Ltd","Industrial Machinery","1029.58","33.16","52.61","4.07","1.71","20.64","83.37","-","22.69","8.90"
"Oswal Agro Mills Ltd","Real Estate","1028.10","224.48","67.52","1.23","81.66","213.19","-","-","-80.81","0.34"
"Bodal Chemicals Ltd","Commodity Chemicals","1027.20","158.76","5.74","0.95","0.72","15.78","5.03","-","-83.21","0.51"
"Zuari Industries Ltd","Conglomerates","1024.32","1.43","-4.05","0.25","0.54","2.33","14.33","-","128.48","239.65"
"Allcargo Terminals Ltd","Logistics","1022.09","23.03","-28.46","4.09","1.36","10.39","10.30","-","-100.00","3.61"
"GFL Ltd","Specialty Chemicals","1022.04","-135.01","24.94","0.39","273.27","-","2839.01","-","-100.34","-0.69"
"Hazoor Multi Projects Ltd","Real Estate","1021.66","16.02","32.48","4.32","1.86","11.98","-","0.55","-","34.08"
"Shree Ganesh Remedies Ltd","Pharmaceuticals","1018.85","36.25","31.46","8.35","7.90","23.05","33.46","0.06","-","21.88"
"Anuh Pharma Ltd","Pharmaceuticals","1017.77","16.95","-15.15","3.49","1.54","10.88","78.71","1.23","66.00","11.99"
"Krystal Integrated Services Ltd","Business Support Services","1016.25","29.61","-10.20","2.70","0.98","12.01","447.69","0.21","15.34","26.92"
"Concord Control Systems Ltd","Electrical Components & Equipment","1016.13","77.86","160.79","21.89","15.25","54.44","171.07","-","102.96","22.32"
"STEL Holdings Ltd","Asset Management","1015.05","76.49","76.01","0.68","54.99","55.30","84.38","-","8.24","7.19"
"Ashika Credit Capital Ltd","Investment Banking & Brokerage","1013.27","94.52","516.61","14.88","54.62","81.08","-","-","258.48","0.33"
"Shree Tirupati Balajee FIBC Ltd","Packaging","1011.89","71.77","101.62","13.05","6.18","42.63","-","-","57.02","13.92"
"Deep Energy Resources Ltd","Oil & Gas - Equipment & Services","999.20","9.58","70.54","0.80","2.45","5.69","5.54","1.56","2391.04","21.72"
"Danlaw Technologies India Ltd","IT Services & Consulting","998.68","44.95","6.07","17.26","4.73","27.39","42.16","-","206.48","45.62"
"RACL Geartech Ltd","Auto Parts","997.41","25.31","-25.06","4.87","2.40","12.65","28.37","0.16","5.32","36.54"
"Vinyas Innovative Technologies Ltd","Electronic Equipments","995.45","64.81","9.73","7.77","3.10","29.14","-","-","-4.07","18.82"
"BEML Land Assets Ltd","Real Estate","995.43","-266.87","0.43","205.24","49771.42","-","2073.81","-","-196.10","-0.90"
"Infobeans Technologies Ltd","Software Services","995.22","44.29","2.14","3.36","2.59","13.61","22.86","0.24","-37.68","9.26"
"Virtuoso Optoelectronics Ltd","Household Appliances","994.95","98.02","53.70","4.75","1.87","19.70","72.36","-","-","3.85"
"Forbes & Company Ltd","Conglomerates","992.36","-223.00","56.57","7.07","6.41","752.13","-","-","-103.28","-2.01"
"Primo Chemicals Ltd","Commodity Chemicals","987.79","-39.00","-8.87","2.55","2.37","44.22","72.26","-","-118.44","-1.05"
"Sathlokhar Synergys E&C Global Ltd","Construction & Engineering","986.16","37.61","59.17","24.33","3.99","27.20","81.03","-","380.22","14.98"
"Nahar Spinning Mills Ltd","Textiles","985.66","-19.29","-3.91","0.67","0.32","21.95","-","0.37","-146.11","-14.15"
"Aditya Birla Money Ltd","Investment Banking & Brokerage","983.09","18.56","57.44","6.04","2.49","19.34","-","-","56.10","9.38"
"Entertainment Network (India) Ltd","Radio","976.72","30.06","-23.64","1.26","1.73","5.85","7.67","-","119.71","6.82"
"Sastasundar Ventures Ltd","Diversified Financials","970.86","109.33","-3.12","0.97","0.68","-","25.44","-","112.29","2.79"
"Liberty Shoes Ltd","Footwear","970.34","87.03","75.01","4.64","1.52","17.74","11.01","-","-18.78","6.40"
"Krishna Defence & Allied Industries Ltd","Industrial Machinery","970.14","98.99","55.42","9.11","9.01","54.86","-","-","68.95","7.79"
"RDB Realty & Infrastructure Ltd","Real Estate","969.69","360.48","300.40","25.91","14.29","283.62","-","-","-1.50","1.54"
"Kotyark Industries Ltd","Oil & Gas - Refining & Marketing","965.62","43.48","-13.68","6.70","3.55","22.65","-","0.80","42.30","23.36"
"NCL Industries Ltd","Cement","961.33","10.31","2.46","1.13","0.51","4.96","5.26","1.41","110.50","20.61"
"PNGS Gargi Fashion Jewellery Ltd","Apparel Retail","959.75","113.31","64.26","33.05","18.78","81.17","-","-","-9.05","8.80"
"Haldyn Glass Ltd","Packaging","959.47","39.07","16.16","4.81","3.00","17.34","50.60","0.39","-8.73","4.57"
"State Trading Corporation of India Ltd","Commodities Trading","957.54","18.75","20.76","-0.21","9.54","51.40","-","-","60.65","8.51"
"Bhageria Industries Ltd","Specialty Chemicals","957.51","50.18","23.39","1.83","1.87","16.28","41.78","0.46","29.36","4.37"
"Giriraj Civil Developers Ltd","Construction & Engineering","956.82","94.45","-21.64","15.86","5.44","55.22","-","-","71.65","4.23"
"Waaree Technologies Ltd","Specialty Chemicals","948.30","-126.44","-58.40","253.56","32.80","-","-","-","-594.44","-6.96"
"Indo Thai Securities Ltd","Investment Banking & Brokerage","947.55","59.48","177.65","12.63","29.48","44.41","-","0.17","345.08","15.93"
"RSWM Ltd","Textiles","946.98","-44.99","8.17","0.73","0.23","12.76","-","-","-115.25","-4.47"
"Onward Technologies Ltd","Outsourced services","946.61","27.91","-20.62","4.57","1.97","15.86","15.18","1.19","191.93","15.13"
"Vashu Bhagnani Industries Ltd","-","946.06","117.09","11.82","12.07","16.22","81.10","3378.78","-","166.18","2.40"
"Frontier Springs Ltd","Industrial Machinery","945.22","72.71","94.59","10.58","6.95","43.48","81.70","-","79.56","32.60"
"Orient Paper and Industries Ltd","Paper Products","943.59","151.95","1.19","0.58","1.10","14.63","9.34","0.56","-93.74","0.29"
"Garuda Construction and Engineering Ltd","Construction & Engineering","942.33","25.85","-1.24","7.92","6.10","18.77","-","-","-10.68","4.88"
"Career Point Ltd","Education Services","940.12","16.47","63.49","1.77","8.20","12.29","-","0.19","377.57","31.37"
"Bharat Parenterals Ltd","Pharmaceuticals","939.52","64.75","8.85","3.94","3.53","35.40","-","0.06","-12.14","25.03"
"V-Marc India Ltd","Electrical Components & Equipments","939.34","35.00","324.72","8.82","1.66","16.09","19.68","-","157.33","11.78"
"MMP Industries Ltd","Metals - Aluminium","938.88","29.67","39.35","3.25","1.60","18.84","21.96","-","48.41","12.46"
"Foods and Inns Ltd","FMCG - Foods","938.04","25.55","-22.33","2.35","0.91","10.47","-","0.18","-27.20","6.82"
"Dhanlaxmi Bank Ltd","Private Banks","936.90","16.20","-13.20","0.91","0.69","-","54.19","-","17.12","2.29"
"Shardul Securities Ltd","Investment Banking & Brokerage","935.90","9.57","172.45","1.39","5.39","5.63","47.13","-","4325.34","55.89"
"Davangere Sugar Company Ltd","Packaged Foods & Meats","932.38","76.17","-20.98","2.74","4.18","23.05","375.96","-","-23.06","0.13"
"Chemcon Speciality Chemicals Ltd","Specialty Chemicals","930.79","48.50","2.42","1.95","3.32","20.04","77.82","-","-65.18","5.24"
"Gandhi Special Tubes Ltd","Auto Parts","930.78","16.74","3.09","4.18","5.08","12.08","35.31","1.70","17.43","45.75"
"Alphalogic Techsys Ltd","Software Services","930.09","225.20","81.49","18.97","16.71","119.77","1898.14","-","18.15","0.68"
"Ganesh Green Bharat Ltd","Renewable Energy","928.67","46.71","2.04","15.78","5.40","26.50","5462.78","-","142.21","10.98"
"Basilic Fly Studio Ltd","Animation","927.51","25.40","7.49","7.51","8.77","16.97","-","-","11.20","18.15"
"Mallcom (India) Ltd","Business Support Services","926.80","25.53","49.34","3.90","2.18","15.73","145.49","-","-1.73","58.17"
"Sarveshwar Foods Ltd","Packaged Foods & Meats","925.96","55.18","5.38","3.66","1.06","19.41","-","-","87.23","0.18"
"Royal Orchid Hotels Ltd","Hotels Resorts & Cruise Lines","923.96","19.05","-14.90","4.44","2.95","11.45","15.56","-","3.08","17.68"
"SBC Exports Ltd","Apparel & Accessories","921.90","99.24","15.21","20.87","4.24","46.06","-","-","34.64","0.29"
"Linc Ltd","Stationery","920.52","26.90","9.45","4.47","1.77","14.65","24.22","0.81","-","23.01"
"Ugar Sugar Works Ltd","Sugar","920.36","43.52","10.11","3.92","0.78","13.48","-","0.31","-79.48","1.88"
"Ambika Cotton Mills Ltd","Textiles","919.12","14.59","3.46","1.07","1.09","5.88","-","2.18","-43.72","110.01"
"K&R Rail Engineering Ltd","Construction & Engineering","914.67","117.42","-20.85","12.46","1.37","57.33","120.99","-","6.12","4.22"
"Silver Touch Technologies Ltd","IT Services & Consulting","913.35","56.87","4.32","8.09","4.02","32.77","325.04","-","65.57","12.66"
"Dhampur Bio Organics Ltd","Sugar","911.30","19.60","2.93","0.90","0.48","12.07","-","1.82","-58.15","7.00"
"Visaka Industries Ltd","Cement","911.05","1084.59","0.41","1.21","0.59","14.30","280.32","0.48","-98.43","0.10"
"Rushil Decor Ltd","Building Products - Laminates","908.54","21.07","8.07","1.67","1.07","9.72","22.20","0.29","-49.18","1.76"
"Nupur Recyclers Ltd","Metals - Diversified","908.30","125.98","67.07","9.89","3.69","70.11","-","-","-41.05","1.05"
"Zodiac Energy Ltd","Renewable Energy Equipment & Services","902.98","82.24","26.30","18.98","4.09","46.80","56.54","-","243.13","7.50"
"Spencer's Retail Ltd","Retail - Department Stores","902.19","-3.39","-0.77","-2.17","0.38","178.19","25.72","-","-26.50","-29.53"
"Transpek Industry Ltd","Commodity Chemicals","897.29","23.26","-14.54","1.33","1.48","9.21","9.17","0.87","-53.80","69.05"
"Tracxn Technologies Ltd","IT Services & Consulting","896.03","137.85","-9.99","12.64","10.29","89.97","79.65","-","-80.67","0.64"
"Cool Caps Industries Ltd","Plastic Products","895.78","227.36","83.29","20.91","5.56","65.52","157.16","-","-31.24","3.41"
"Onmobile Global Ltd","Software Services","895.76","58.78","9.64","1.38","1.68","19.48","23.57","-","125.80","1.44"
"Fermenta Biotech Ltd","Pharmaceuticals","895.10","-38.82","80.40","3.14","2.58","30.06","8.50","0.41","54.85","-7.84"
"Innovana Thinklabs Ltd","Software Services","893.80","21.81","-13.66","5.37","7.76","15.41","-","-","128.51","19.99"
"CSL Finance Ltd","Specialized Finance","890.36","14.05","-10.91","1.88","5.34","15.31","-","0.64","32.34","29.13"
"GHCL Textiles Ltd","Textiles","890.09","35.53","12.89","0.64","0.84","10.58","15.37","0.54","361.93","5.24"
"W S Industries (India) Ltd","Industrial Machinery","890.03","18.96","-4.64","6.48","2.70","21.45","7.86","-","76.78","10.19"
"Shivalik Rasayan Ltd","Fertilizers & Agro Chemicals","889.43","69.98","0.20","1.75","3.21","20.80","-","-","-40.90","8.46"
"Sukhjit Starch and Chemicals Ltd","Agro Products","888.97","17.79","25.01","1.77","0.64","8.20","11.44","1.41","-21.12","31.99"
"Kore Digital Ltd","Telecom Infrastructure","888.85","77.36","154.20","11.89","8.46","49.73","-","-","176.35","35.20"
"Parsvnath Developers Ltd","Real Estate","884.72","-1.49","57.22","-0.55","1.59","275.05","3.39","-","25.85","-13.65"
"Integra Engineering India Ltd","Industrial Machinery","883.19","60.87","-1.39","11.50","5.98","35.93","51.53","-","-20.37","4.22"
"The Ruby Mills Ltd","Textiles","883.15","19.82","29.73","1.47","3.53","14.82","17.68","0.66","26.42","13.32"
"Sar Auto Products Ltd","Auto Parts","882.67","748.02","-15.92","52.29","42.27","317.75","282.91","-","90.32","2.48"
"Mindteck (India) Ltd","IT Services & Consulting","882.19","32.30","15.12","3.99","2.25","19.53","39.24","0.29","32.44","8.63"
"Aimtron Electronics Ltd","Electronic Equipments","880.45","64.69","69.73","17.03","9.39","36.32","131.21","-","-30.79","9.21"
"Bhartiya International Ltd","Apparel & Accessories","875.84","3649.34","68.78","2.25","1.12","15.56","13.31","-","-99.62","0.20"
"HDFC Nifty 50 ETF","Equity","875.43","-","13.94","-","-","-","-","0.00","-","-"
"Jayant Agro-Organics Ltd","Specialty Chemicals","871.50","16.52","22.19","1.51","0.40","10.61","51.57","2.58","6.91","17.58"
"TAAL Enterprises Ltd","Conglomerates","867.32","23.35","5.05","5.34","4.37","12.82","25.21","-","18.96","119.21"
"ADC India Communications Ltd","Communication & Networking","860.91","41.63","60.66","12.15","4.77","29.17","44.31","1.60","153.12","44.96"
"S J Logistics (India) Ltd","Logistics","860.37","38.05","73.91","27.58","3.15","27.97","-","-","-22.51","20.03"
"Consolidated Construction Consortium Ltd","Construction & Engineering","859.59","1.28","84.70","31.16","0.58","1.47","17.01","-","697.51","16.88"
"Annapurna Swadisht Ltd","FMCG - Foods","859.49","65.51","10.11","7.50","3.23","32.55","-","-","77.20","7.71"
"Pavna Industries Ltd","Auto Parts","859.42","81.38","27.75","11.60","2.69","26.96","46.53","-","26.17","8.67"
"Zuari Agro Chemicals Ltd","Fertilizers & Agro Chemicals","858.74","8.60","7.00","0.38","0.18","5.12","1.81","0.73","-79.05","23.74"
"Sudarshan Pharma Industries Ltd","Specialty Chemicals","857.83","74.85","379.08","7.68","1.84","37.81","142.73","-","31.04","4.76"
"SPEL Semiconductor Ltd","Electronic Equipments","856.86","-51.06","43.32","25.90","52.25","-","-","-","-442.78","-3.63"
"Deccan Cements Ltd","Cement","855.93","22.97","-1.55","1.19","1.05","12.23","15.10","0.49","-24.39","26.60"
"Shree Pushkar Chemicals & Fertilisers Ltd","Specialty Chemicals","854.72","23.06","54.31","1.80","1.16","11.94","52.89","-","-1.73","11.72"
"Radiant Cash Management Services Ltd","Business Support Services","854.41","18.80","-5.82","3.37","2.19","8.23","21.03","3.12","-29.40","4.26"
"GVK Power & Infrastructure Ltd","Airports","852.77","41.80","-51.24","1.88","0.74","6.38","0.53","-","-99.16","0.13"
"Affordable Robotic & Automation Ltd","Software Services","852.58","132.80","37.86","7.57","5.22","55.13","-","-","183.33","5.95"
"Eldeco Housing and Industries Ltd","Real Estate","850.51","25.13","-10.17","2.30","6.96","16.68","-","0.92","-23.71","34.42"
"Lucent Industries Ltd","Education Services","850.20","-7085.00","514.76","59.21","-","-","-","-","-33.33","-0.08"
"Rane Brake Linings Ltd","Auto Parts","849.44","21.09","42.95","3.02","1.28","11.03","29.00","2.73","20.56","52.11"
"Naperol Investments Ltd","Asset Management & Custody Banks","848.95","-2358.19","66.70","0.80","442.16","-","778.85","-","-100.11","-0.54"
"Viceroy Hotels Ltd","Hotels Resorts & Cruise Lines","846.51","354.19","126.61","12.67","6.08","63.52","46.74","-","3940.30","0.45"
"Focus Lighting and Fixtures Ltd","Home Electronics & Appliances","846.40","21.60","-30.57","9.41","3.68","15.98","-","-","49.98","5.99"
"Kwality Pharmaceuticals Ltd","Pharmaceuticals","846.23","35.57","80.41","3.80","2.74","15.35","19.69","-","22.95","22.93"
"Moneyboxx Finance Ltd","Diversified Financials","844.01","92.44","-2.69","5.00","6.60","85.08","-","-","212.72","3.30"
"Repro India Ltd","Stationery","842.11","69.60","-27.46","2.17","1.75","16.39","30.99","-","30.48","8.95"
"Manba Finance Ltd","Diversified Financials","840.96","26.97","8.39","4.19","4.39","34.28","-","-","104.86","8.28"
"Nectar Lifesciences Ltd","Pharmaceuticals","840.31","168.40","12.46","0.79","0.49","8.76","3.74","-","120.63","0.22"
"Rajapalayam Mills Ltd","Textiles","839.87","18.93","-3.16","0.36","0.94","15.08","5.66","0.07","-47.26","48.12"
"GeeCee Ventures Ltd","Real Estate","839.40","22.53","49.34","1.30","8.64","15.52","-","0.50","220.38","17.82"
"Nandan Denim Ltd","Textiles","838.94","18.66","27.01","1.43","0.41","7.28","3.64","-","8715.69","0.31"
"Global Surfaces Ltd","Building Products - Ceramics","836.66","44.74","-10.36","2.52","3.65","25.27","-","-","-30.61","4.41"
"Aerpace Industries Ltd","Trading Companies & Distributors","835.11","-600.80","282.58","51.39","2530.64","-","-","-","-1029.21","-0.12"
"Gloster Ltd","Textiles","830.59","34.11","-16.64","0.75","1.26","12.34","21.85","2.64","-55.22","22.25"
"Nitco Ltd","Building Products - Ceramics","830.19","-5.09","103.69","-2.19","2.52","-","-","-","-7.75","-22.68"
"Wim Plast Ltd","Housewares","822.11","14.75","30.19","1.68","2.18","8.17","17.76","1.46","33.70","46.44"
"Transworld Shipping Lines Ltd","Logistics","819.67","-16.07","29.90","1.07","2.26","16.93","43.23","-","-125.91","-23.23"
"Permanent Magnets Ltd","Metals - Diversified","817.45","42.66","-25.25","6.31","3.97","20.42","34.70","0.19","-","22.28"
"RMC Switchgears Ltd","Electrical Components & Equipments","816.47","54.87","50.60","13.51","4.71","26.29","104.94","0.03","26.75","14.44"
"Jindal Poly Investment and Finance Company Ltd","Asset Management","814.15","2.75","19.50","0.31","2.72","2.82","-","-","5.15","281.17"
"EKI Energy Services Ltd","Environmental & Facilities Services","813.15","-6.29","-13.35","1.96","2.97","-","4.92","-","-207.94","-46.96"
"Hp Adhesives Ltd","Diversified Chemicals","812.26","39.49","-13.70","4.81","3.39","22.98","35.66","0.34","89.24","2.24"
"Foce India Ltd","Precious Metals Jewellery & Watches","812.23","51.08","109.04","12.61","10.10","41.10","3008.24","-","87.06","32.50"
"TPL Plastech Ltd","Plastic Products","811.62","40.91","22.56","6.23","2.59","22.90","27.72","-","23.85","2.54"
"Race Eco Chain Ltd","Textiles","811.39","523.48","27.55","36.48","2.33","131.92","-","-","19.23","0.94"
"Wanbury Ltd","Pharmaceuticals","810.12","14.48","68.30","28.98","1.34","9.34","203.55","-","637.94","17.10"
"Andhra Cements Ltd","Cement","809.55","-12.34","0.26","2.73","2.78","72.68","-","-","-114.46","-7.12"
"Filatex Fashions Ltd","Apparel & Accessories","808.41","91.66","-61.43","0.35","4.52","60.88","82.49","-","-91.88","0.02"
"Chembond Chemicals Ltd","Specialty Chemicals","807.17","18.17","17.26","2.23","1.68","10.91","29.19","-","77.04","33.03"
"Vikas Lifecare Ltd","Plastic Products","805.13","57.35","-8.51","1.68","1.70","35.05","-","-","175.26","0.09"
"All e Technologies Ltd","IT Services & Consulting","799.40","40.60","68.48","6.71","6.47","25.05","49.56","-","49.56","9.75"
"Pyramid Technoplast Ltd","Plastic Products","796.21","27.13","28.52","3.58","1.48","16.40","-","-","-15.08","8.62"
"Mac Charles (India) Ltd","Hotels Resorts & Cruise Lines","794.58","-12.00","31.92","4.53","26.90","231.29","-","-","-255.49","-50.52"
