Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Lancer Container Lines Ltd","Logistics","794.02","13.61","-53.07","1.98","1.23","8.50","18.39","-","233.76","2.82"
"Apex Frozen Foods Ltd","Packaged Foods & Meats","791.72","54.23","29.48","1.59","0.98","20.00","70.94","-","-59.30","4.67"
"Jindal Photo Ltd","Electronic Equipments","789.02","2.97","28.49","0.34","2.92","2.97","-","-","58.85","258.86"
"KSE Ltd","Agro Products","786.16","44.64","36.40","3.50","0.47","23.89","-","1.22","839.59","54.98"
"Pashupati Cotspin Ltd","Textiles","783.76","94.43","391.89","6.58","1.17","22.37","14.11","0.15","113.92","5.43"
"Speciality Restaurants Ltd","Restaurants & Cafes","783.68","26.11","-16.53","2.49","1.84","8.16","12.54","0.61","-69.37","6.31"
"Kisan Mouldings Ltd","Building Products - Pipes","783.20","13.46","-12.16","3.87","1.99","10.17","62.71","-","147.13","7.59"
"Essar Shipping Ltd","Logistics","781.33","-6.62","22.78","-0.29","4.79","424.13","-","-","-107.16","-5.71"
"Hampton Sky Realty Ltd","Real Estate Development","781.22","57.19","-11.00","3.77","3.22","24.86","-","-","2492.27","0.50"
"Bedmutha Industries Ltd","Iron & Steel","779.59","37.21","18.42","3.40","0.90","10.76","10.55","-","61.15","6.49"
"Integrated Industries Ltd","Electronic Components","778.89","31.29","6.12","5.19","2.35","26.20","-","-","1122.97","1.72"
"Tamilnadu Petroproducts Ltd","Commodity Chemicals","777.35","15.52","1.93","0.90","0.46","3.94","4.82","-","-46.83","5.57"
"De Nora India Ltd","Electrical Components & Equipments","776.18","40.83","-9.49","6.48","9.83","26.89","48.33","0.14","-6.26","35.81"
"Hercules Hoists Ltd","Industrial Machinery","775.52","21.56","65.49","0.82","3.84","14.01","27.36","1.65","-65.18","11.24"
"TAC Infosec Ltd","IT Services & Consulting","775.07","122.06","155.74","54.93","65.41","114.66","-","-","25.49","8.30"
"Kamdhenu Ventures Ltd","Commodity Chemicals","774.89","55.95","-31.06","4.86","2.65","33.45","-","-","157.30","0.47"
"Albert David Ltd","Pharmaceuticals","773.69","10.26","20.19","2.02","1.84","4.70","17.00","0.85","108.43","132.13"
"Vraj Iron and Steel Ltd","Iron & Steel","773.44","13.47","-5.44","3.86","1.81","9.41","40.24","-","6.30","23.22"
"Kriti Nutrients Ltd","Packaged Foods & Meats","769.54","16.99","45.66","4.36","1.12","11.21","15.45","0.20","117.64","9.04"
"Digispice Technologies Ltd","Telecom Equipments","767.61","65.72","24.50","3.11","1.52","13.52","18.38","-","156.57","0.50"
"Macfos Ltd","Computer & Electronics Retail","766.53","70.84","71.92","28.05","6.07","46.13","153.31","-","-","12.25"
"Titan Biotech Ltd","Fertilizers & Agro Chemicals","760.22","30.58","89.77","5.70","4.58","21.25","35.94","-","0.12","30.08"
"Andhra Petrochemicals Ltd","Commodity Chemicals","760.16","11.99","-2.68","1.37","0.93","4.22","7.37","2.24","210.83","7.46"
"Rudra Ecovation Ltd","Textiles","760.01","-1225.82","73.90","27.38","37.11","407.58","212.89","-","-121.16","-0.07"
"Khadim India Ltd","Footwear","759.30","120.91","16.04","3.17","1.22","12.85","14.76","-","-64.24","3.48"
"Cheviot Co Ltd","Textiles","756.87","10.91","-1.29","1.21","1.49","7.76","21.07","0.40","27.40","115.31"
"S Chand and Company Ltd","Education Services","754.25","14.75","-7.44","0.80","0.91","6.04","6.23","1.40","-11.34","14.55"
"PVP Ventures Ltd","Real Estate","752.31","11.32","-14.93","3.28","1.25","11.54","18807.66","-","-70.18","2.63"
"TVS Electronics Ltd","Technology Hardware","751.70","2784.08","34.07","7.61","2.04","62.78","53.92","0.25","-97.16","0.14"
"Hindustan Composites Ltd","Auto Parts","751.08","21.83","23.55","0.76","2.52","13.61","18.65","-","25.31","23.30"
"MOS Utility Ltd","Online Services","751.06","66.76","73.62","9.53","3.89","42.15","-","-","71.82","5.10"
"IND Swift Laboratories Ltd","Pharmaceuticals","749.69","1.78","13.04","0.80","0.44","0.49","-","-","785.71","71.14"
"Coffee Day Enterprises Ltd","Restaurants & Cafes","748.25","-2.32","-47.28","0.24","0.62","-","3.96","-","15.09","-15.27"
"Axtel Industries Ltd","Industrial Machinery","745.06","23.20","-25.53","6.59","3.29","14.51","19.26","1.30","85.66","19.88"
"A K Capital Services Ltd","Investment Banking & Brokerage","744.25","11.68","24.09","0.96","2.37","31.33","2.79","0.75","-34.05","27.35"
"U. P. Hotels Ltd","Hotels Resorts & Cruise Lines","744.12","23.39","-18.33","4.91","4.90","13.23","-","-","36.22","58.93"
"Sarla Performance Fibers Ltd","Textiles","742.51","22.57","52.14","1.73","1.84","10.43","23.94","-","54.10","3.94"
"Khaitan Chemicals and Fertilizers Ltd","Fertilizers & Agro Chemicals","740.51","-10.51","5.85","3.36","1.38","-","-","-","-267.14","-7.26"
"RPP Infra Projects Ltd","Construction & Engineering","739.09","12.92","73.88","1.74","0.53","6.51","16.70","-","94.11","15.03"
"Addictive Learning Technology Ltd","Education Services","738.21","102.53","63.92","10.80","11.21","39.40","38.89","-","344.09","2.18"
"Tolins Tyres Ltd","Tires & Rubber","736.48","28.33","-23.16","7.33","3.22","16.68","-","-","-","8.48"
"Sunshield Chemicals Ltd","Specialty Chemicals","736.45","39.09","25.41","8.96","2.59","19.60","17.51","0.24","37.82","25.62"
"Modern Insulators Ltd","Electrical Components & Equipments","733.79","20.35","53.13","1.73","1.61","15.54","62.50","-","28.98","7.65"
"Artemis Electricals and Projects Ltd","Electrical Components & Equipments","733.28","187.54","-21.05","9.34","17.68","94.96","34.35","-","242.12","0.16"
"RBZ Jewellers Ltd","Jewelry & Watch Retailers","732.72","33.97","23.34","3.53","2.24","20.27","-","-","-17.17","6.16"
"Nitta Gelatin India Ltd","Specialty Chemicals","731.87","8.86","-14.53","2.06","1.35","5.01","7.78","0.74","17.51","91.01"
"Bright Outdoor Media Ltd","Advertising","730.35","45.53","1.70","5.00","6.81","30.50","-","-","95.37","11.52"
"Vishnusurya Projects and Infra Ltd","Construction & Engineering","726.60","26.33","17.63","5.53","3.14","15.22","-","-","-37.82","16.38"
"AVG Logistics Ltd","Logistics","725.13","22.71","-2.90","3.63","1.44","8.52","747.56","-","254.52","25.11"
"Black Rose Industries Ltd","Conglomerates","722.93","34.07","5.19","4.98","1.88","21.23","51.64","-","168.27","4.16"
"MBL Infrastructure Ltd","Construction & Engineering","719.85","-18.30","9.77","0.96","2.84","9.69","14.54","-","22.15","-3.75"
"SoftSol India Ltd","Software Services","718.18","66.07","91.95","4.09","8.60","31.43","482.00","-","16946.78","7.36"
"Mkventures Capital Ltd","Investment Banking & Brokerage","717.88","33.91","2.35","7.66","17.29","23.69","2.78","0.05","22.95","57.79"
"RBM Infracon Ltd","Construction & Engineering","717.49","64.64","58.82","7.38","5.52","37.24","-","-","335.06","13.15"
"Goa Carbon Ltd","Metals - Coke","716.76","8.38","-13.50","2.90","0.67","5.54","3.66","2.55","5.88","93.43"
"Lokesh Machines Ltd","Industrial Machinery","716.01","51.73","-15.35","3.65","2.43","19.66","41.06","-","40.47","7.61"
"DIC India Ltd","Specialty Chemicals","714.86","-31.55","85.28","1.80","0.85","-","135.90","-","-155.30","-24.69"
"Revathi Equipment India ltd","Industrial Machinery","712.48","22.95","-25.12","6.68","3.22","13.95","16.14","-","132.10","101.24"
"Plastiblends India Ltd","Specialty Chemicals","710.41","20.58","3.97","1.75","0.88","10.66","18.67","1.55","28.52","13.28"
"KN Agri Resources Ltd","Agro Products","707.59","22.64","131.71","2.51","0.41","14.11","-","-","15.49","12.51"
"Nile Ltd","Metals - Lead","706.53","22.68","79.76","3.07","0.84","15.33","28.18","-","38.08","103.77"
"Meson Valves India Ltd","Industrial Machinery & Supplies & Components","706.23","78.04","-8.80","35.19","11.15","47.82","-","-","35.98","17.37"
"Hi-Green Carbon Ltd","Commodity Chemicals","705.34","68.61","54.99","9.34","9.99","39.41","-","-","-28.15","4.67"
"R S Software (India) Ltd","Software Services","703.25","38.85","-4.02","14.32","10.99","29.32","44.37","-","322.09","7.04"
"Remsons Industries Ltd","Auto Parts","702.18","52.76","6.05","6.31","2.22","21.21","45.36","1.04","-55.29","1.31"
"Birla Cable Ltd","Telecom Equipments","701.70","31.68","-6.79","2.80","1.00","15.57","44.36","0.75","-32.76","7.38"
"IRIS Business Services Ltd","IT Services & Consulting","698.95","80.25","164.43","16.99","6.79","43.39","59.74","-","103.23","4.50"
"Menon Bearings Ltd","Auto Parts","695.74","28.56","-0.93","4.80","3.24","15.61","24.56","1.81","-25.25","4.35"
"Premier Polyfilm Ltd","Home Furnishing","695.64","33.77","66.36","7.37","2.34","20.30","25.85","0.23","76.37","9.83"
"Bartronics India Ltd","Payment Infrastructure","695.35","500.25","1.07","26.23","13.82","978.60","-","-","-98.66","0.05"
"Tiger Logistics (India) Ltd","Logistics","694.40","53.54","23.57","6.27","2.84","34.55","-","-","1.56","2.23"
"R & B Denims Ltd","Textiles","693.07","37.10","35.32","3.86","1.97","14.80","28.45","-","9.91","2.34"
"Bella Casa Fashion & Retail Ltd","Textiles","689.88","67.77","100.84","8.13","2.93","37.87","190.05","0.16","31.35","8.15"
"Stovec Industries Ltd","Industrial Machinery","688.94","76.21","28.63","4.92","3.25","36.65","52.23","5.27","-63.49","43.29"
"Cybertech Systems and Software Ltd","IT Services & Consulting","687.77","30.23","39.83","3.16","2.91","13.00","18.95","0.90","-0.27","7.64"
"Veljan Denison Ltd","Industrial Machinery","687.58","31.15","-12.57","3.36","4.89","18.09","44.82","0.56","37.59","49.04"
"Vinyl Chemicals (India) Ltd","Specialty Chemicals","687.37","31.46","-2.60","5.89","1.14","20.93","19.00","1.80","-38.71","11.91"
"Sakuma Exports Ltd","Commodities Trading","686.66","17.18","-13.23","1.42","0.32","14.62","-","0.17","40.54","0.34"
"Alliance Integrated Metaliks Ltd","Building Products - Prefab Structures","685.63","10.68","-12.57","-3.59","3.07","5.68","85.49","-","413.38","1.73"
"Aarti Surfactants Ltd","Specialty Chemicals","683.96","32.07","15.46","2.85","1.16","12.13","13.16","-","59.96","26.56"
"Sil Investments Ltd","Diversified Financials","681.42","23.18","50.37","0.30","12.55","15.65","42.54","0.39","4.70","27.65"
"Emami Paper Mills Ltd","Paper Products","681.16","8.08","-1.73","0.88","0.34","5.35","1.94","1.42","21.87","13.93"
"Kiran Vyapar Ltd","Diversified Financials","681.02","13.06","51.93","0.37","6.23","12.29","11.67","0.40","34.29","19.32"
"Suraj Products Ltd","Iron & Steel","676.82","23.40","11.58","5.19","1.96","13.62","21.21","-","11.23","25.38"
"LIC MF S&P BSE Sensex ETF","Equity","676.62","-","14.09","-","-","-","-","0.00","-","-"
"Megatherm Induction Ltd","Industrial Machinery","676.01","32.66","14.46","5.62","2.20","17.35","29.47","-","-2.82","14.75"
"SKM Egg Products Export India Ltd","Packaged Foods & Meats","675.63","7.91","-7.89","2.44","0.95","4.05","6.19","-","12.49","32.44"
"Hindustan Media Ventures Ltd","Publishing","675.38","67.88","-20.21","0.46","0.83","-","41.21","-","126.12","1.35"
"Indo Borax and Chemicals Ltd","Commodity Chemicals","674.44","17.30","19.50","2.30","3.32","9.44","9.94","0.48","-57.71","12.15"
"Industrial Investment Trust Ltd","Asset Management","674.17","10.40","64.55","1.57","11.37","7.83","-","-","44.27","28.76"
"Reliance Communications Ltd","Telecom Services","672.34","-0.09","40.00","-0.01","1.40","-","-","-","50.26","-26.08"
"Sakar Healthcare Ltd","Pharmaceuticals","670.88","57.44","-12.02","2.56","4.29","18.04","27.42","-","-18.79","5.73"
"Donear Industries Ltd","Textiles","670.80","19.32","18.43","3.28","0.83","10.19","9.49","0.16","-","6.68"
"Krishival Foods Ltd","FMCG - Foods","668.85","69.60","14.94","5.49","6.39","44.20","-","0.07","35.52","4.57"
"JAYBEE Laminations Ltd","Electrical Components & Equipments","665.07","34.33","1.77","10.59","2.19","20.53","42.17","-","42.53","10.76"
"Uni-Abex Alloy Products Ltd","Iron & Steel","664.36","18.75","14.98","5.87","3.61","11.87","23.70","0.74","91.26","179.44"
"Emkay Global Financial Services Ltd","Investment Banking & Brokerage","663.57","20.44","92.44","2.75","2.10","2.47","29.93","0.56","130.29","13.16"
"DMCC Speciality Chemicals Ltd","Diversified Chemicals","662.03","57.17","-24.56","3.16","1.96","15.97","17.25","-","67.34","4.64"
"Artson Engineering Ltd","Construction & Engineering","661.79","109.21","17.59","727.24","5.14","49.51","-","-","125.80","1.64"
"Nagarjuna Fertilizers and Chemicals Ltd","Fertilizers & Agro Chemicals","658.47","-0.51","6.02","-0.20","0.14","-","14.78","-","-42.64","-21.47"
"Munjal Showa Ltd","Auto Parts","658.04","21.39","2.41","0.99","0.55","7.69","57.62","2.74","-3.63","7.69"
"Brand Concepts Ltd","Retail - Department Stores","656.13","60.36","-22.63","11.76","2.60","24.55","-","-","8.33","10.01"
"Sahaj Solar Ltd","Renewable Energy Equipment & Services","655.81","49.80","62.06","19.50","3.25","28.14","-","-","104.01","16.57"
"Shankar Lal Rampal Dye-Chem Ltd","Specialty Chemicals","655.53","100.85","-11.14","6.65","2.28","67.92","111.67","0.05","-59.17","1.02"
"Gretex Corporate Services Ltd","Investment Banking & Brokerage","655.35","24.14","29.93","4.38","5.66","13.92","-","0.05","21.26","24.61"
"D P Wires Ltd","Iron & Steel","653.27","17.99","-24.90","2.89","0.65","10.89","27.73","-","-11.42","23.43"
"Meghna Infracon Infrastructure Ltd","Investment Banking & Brokerage","652.64","205.88","143.51","49.48","11.87","196.87","58.12","0.02","344.83","2.92"
"Medicamen Biotech Ltd","Pharmaceuticals","652.58","59.60","31.18","3.15","3.59","25.88","-","-","-27.71","8.63"
"PREVEST DENPRO LTD","Health Care Supplies","651.82","40.41","45.19","7.36","10.62","26.25","56.09","0.18","-","13.44"
"Nicco Parks & Resorts Ltd","Hotels Resorts & Cruise Lines","651.69","26.32","1.38","6.97","7.36","16.46","32.44","1.08","9.95","5.29"
"UTI Gold Exchange Traded Fund","Gold","651.54","-","5.54","-","-","-","-","0.00","-","-"
"CL Educate Ltd","Education Services","651.02","43.17","40.87","2.34","1.95","15.15","25.46","-","-31.40","2.76"
"Advani Hotels and Resorts (India) Ltd","Hotels Resorts & Cruise Lines","650.86","26.08","-11.14","9.05","6.00","16.37","22.27","5.11","-12.76","2.70"
"Consolidated Finvest & Holdings Ltd","Asset Management","648.98","13.97","-12.37","0.80","12.56","12.75","39.62","-","-85.16","14.37"
"Manaksia Ltd","Metals - Diversified","648.46","8.58","-10.11","1.12","0.85","1.93","4.81","-","-29.27","11.53"
"Shiv Texchem Ltd","-","640.95","21.29","6.54","3.32","0.42","12.63","10.99","-","60.80","161.30"
"Mold-Tek Technologies Ltd","Construction & Engineering","639.64","22.98","1.55","5.26","3.92","13.50","19.67","-","-5.17","9.83"
"Ashima Ltd","Textiles","636.69","6.60","77.87","1.96","1.92","9.60","-","-","1549.77","5.03"
"Spright Agro Ltd","-","630.58","54.27","-55.50","-863.81","8.69","49.74","12611.64","-","88387.85","0.75"
"Empire Industries Ltd","Packaging","630.45","17.03","-0.88","2.10","1.00","8.09","8.44","2.38","4.17","61.68"
"Wise Travel India Ltd","Tour & Travel Services","630.18","27.12","29.53","4.24","1.52","11.90","32.89","-","83.71","11.29"
"Synergy Green Industries Ltd","Industrial Machinery","628.79","54.39","20.69","10.95","1.92","16.73","16.68","-","1244.19","7.98"
"Nahar Industrial Enterprises Ltd","Textiles","628.43","64.59","15.65","0.65","0.42","13.08","-","-","-88.15","2.24"
"Kronox Lab Sciences Ltd","Specialty Chemicals","627.54","29.39","7.91","9.47","6.86","20.87","36.02","0.30","33.58","5.75"
"Muthoot Capital Services Ltd","Diversified Financials","627.31","5.11","22.57","1.03","1.16","12.35","-","-","55.92","74.59"
"Music Broadcast Ltd","Radio","625.19","91.27","-7.72","1.00","2.48","10.35","22.88","-","99.13","0.20"
"SRM Contractors Ltd","Construction & Engineering","623.05","23.11","38.17","4.82","1.78","12.26","-","-","43.94","16.10"
"Sreeleathers Ltd","Footwear","622.64","23.19","-11.74","1.49","2.85","16.13","21.10","-","4.84","11.60"
"Sayaji Hotels Ltd","Hotels Resorts & Cruise Lines","621.89","43.40","8.57","3.92","5.33","17.46","13.14","-","-58.16","7.98"
"Genus Paper & Boards Ltd","Paper Products","620.19","179.76","25.16","1.27","0.87","15.39","8.44","-","129.34","0.13"
"Balaji Telefilms Ltd","Movies & TV Serials","619.33","31.28","-21.82","1.44","0.98","12.26","9.41","-","153.19","1.95"
"Shri Jagdamba Polymers Ltd","Textiles","619.06","19.19","12.73","2.53","1.69","10.14","-","-","7.21","36.83"
"Teerth Gopicon Ltd","Construction & Engineering","617.98","53.46","255.19","32.05","5.88","34.47","151.84","-","580.00","14.45"
"Delton Cables Ltd","Electrical Components & Equipment","617.76","42.14","95.86","8.66","1.46","19.44","-","-","2427.59","16.97"
"ABS Marine Services Ltd","Shipbuilding","617.68","26.23","-8.18","4.87","4.48","14.67","53.43","-","-99.73","26.15"
"Petro Carbon and Chemicals Ltd","Metals - Coke","616.64","7.48","-23.08","3.81","1.14","5.39","6.23","-","1177.56","32.53"
"Arfin India Ltd","Metals - Aluminium","616.51","75.00","-29.25","6.40","1.15","22.79","132.87","-","337.66","0.52"
"Vikas Ecotech Ltd","Specialty Chemicals","613.74","89.86","-12.66","1.63","2.34","31.16","5.11","-","-41.88","0.06"
"HT Media Ltd","Publishing","609.00","-7.56","-1.88","0.30","0.32","13.03","-","-","64.54","-3.49"
"RM Drip & Sprinklers Systems Ltd","Agricultural & Farm Machinery","607.26","112.04","77.78","14.95","11.37","68.90","-","-","11004.41","4.98"
"Kanoria Chemicals and Industries Ltd","Specialty Chemicals","603.67","-15.72","8.11","0.98","0.40","16.00","16.07","-","-337.86","-8.79"
"Laxmi Goldorna House Ltd","Precious Metals Jewellery & Watches","603.20","63.70","8.01","13.27","2.99","37.18","-","-","2267.50","4.54"
"Inertia Steel Ltd","-","602.35","-20078.47","244.42","2151.26","1544.50","-","60235.40","-","-121.43","-1.21"
"N R Agarwal Industries Ltd","Paper Products","600.43","4.79","-27.55","0.79","0.46","6.26","4.44","0.57","26.34","73.72"
"Supreme Power Equipment Ltd","Heavy Electrical Equipment","599.79","42.84","67.57","7.76","5.28","26.26","-","-","7.49","6.54"
"UTI Nifty Next 50 Exchange Traded Fund","Equity","599.22","-","20.58","-","-","-","-","0.00","-","-"
"Nahar Poly Films Ltd","Textiles","598.87","105.43","17.22","0.75","0.98","21.82","35.88","0.41","-86.85","2.31"
"Cian Agro Industries & Infrastructure Ltd","Agro Products","598.48","122.14","458.94","6.71","3.28","20.78","9.19","-","1650.00","1.75"
"Tantia Constructions Ltd","Construction & Engineering","597.99","-26.90","16.21","2.42","11.01","-","-","-","-188.58","-2.42"
"International Conveyors Ltd","Industrial Machinery","597.92","9.58","9.44","2.19","2.98","6.17","49.83","1.17","124.15","9.74"
"HCL Infosystems Ltd","IT Services & Consulting","597.85","-37.62","-5.45","-2.22","8.08","-","-","-","59.05","-0.48"
"Sadbhav Engineering Ltd","Construction & Engineering","596.72","-0.95","16.92","-5.19","0.29","-","0.52","-","-6.96","-36.72"
