Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Benares Hotels Ltd","Hotels Resorts & Cruise Lines","1097.47","30.46","-8.42","8.25","8.86","19.33","27.06","0.30","54.11","277.15"
"Ashika Credit Capital Ltd","Investment Banking & Brokerage","1096.60","102.29","534.78","16.11","59.12","87.59","-","-","258.48","0.33"
"Satia Industries Ltd","Paper Products","1096.00","5.19","-7.16","1.18","0.63","3.21","3.03","-","9.89","21.12"
"Prime Securities Ltd","Investment Banking & Brokerage","1094.50","58.97","86.06","6.95","16.42","43.34","83.23","0.30","60.67","5.65"
"Saint-Gobain Sekurit India Ltd","Auto Parts","1093.72","35.02","-4.49","5.51","5.19","19.86","36.85","1.67","8.20","3.43"
"Sahana System Ltd","IT Services & Consulting","1089.25","59.85","55.16","19.32","15.72","45.82","31.74","-","141.09","26.21"
"Kotyark Industries Ltd","Oil & Gas - Refining & Marketing","1084.76","48.84","-9.12","7.53","3.99","25.27","-","0.71","42.30","23.36"
"New Delhi Television Ltd","TV Channels & Broadcasters","1081.76","-53.50","-23.99","3.78","2.75","-","-","-","-141.49","-3.14"
"IST Ltd","Industrial Machinery","1078.87","8.56","-4.37","0.82","5.25","5.80","200.16","-","54.20","108.05"
"Vantage Knowledge Academy Ltd","Publishing","1075.11","767.93","329.22","75.34","227.30","551.44","-","-","268.22","0.20"
"TGV SRAAC Ltd","Commodity Chemicals","1072.18","17.66","1.64","0.98","0.67","7.03","6.53","-","-83.21","5.66"
"AGS Transact Technologies Ltd","Business Support Services","1069.20","-13.35","14.80","2.32","0.71","8.79","3.06","-","-316.01","-6.63"
"Indo Rama Synthetics (India) Ltd","Textiles","1062.21","-5.22","-11.08","2.89","0.26","-","-","-","-728.34","-7.79"
"Dharmaj Crop Guard Ltd","Fertilizers & Agro Chemicals","1061.74","23.93","31.06","2.95","1.61","17.64","143.67","-","42.86","13.13"
"Aptech Ltd","Education Services","1060.82","36.52","-27.39","4.08","2.34","20.18","-","-","-57.12","5.01"
"20 Microns Ltd","Specialty Chemicals","1060.01","18.90","98.02","2.99","1.36","10.41","19.47","0.42","34.10","15.89"
"Tuticorin Alkali Chemicals and Fertilizers Ltd","Commodity Chemicals","1057.66","15.19","-6.27","13.36","3.28","14.43","81.93","-","-31.18","5.72"
"Magadh Sugar & Energy Ltd","Sugar","1056.24","9.07","28.61","1.42","0.96","7.88","34.00","2.00","131.55","82.60"
"City Pulse Multiplex Ltd","Movies & Entertainment","1055.37","7538.33","652.59","11.73","917.71","2402.38","2706.07","-","-","0.42"
"Sika Interplant Systems Ltd","Aerospace & Defense Equipments","1054.96","54.49","28.54","10.20","9.37","38.90","53.47","0.40","120.50","45.66"
"Vilas Transcore Ltd","Heavy Electrical Equipments","1054.11","45.69","90.74","6.61","3.36","27.75","21.44","-","14.15","12.82"
"Zuari Industries Ltd","Conglomerates","1053.66","1.48","0.88","0.26","0.55","2.36","14.74","-","128.48","239.65"
"Elin Electronics Ltd","Electronic Equipments","1049.40","75.66","21.87","2.09","1.00","19.45","24.59","-","-52.07","2.89"
"NACL Industries Ltd","Fertilizers & Agro Chemicals","1047.96","-17.80","-18.39","2.05","0.59","66.43","20.79","-","-161.94","-2.96"
"Pudumjee Paper Products Ltd","Paper Products","1047.87","10.68","64.84","2.13","1.31","6.27","7.89","0.54","65.17","10.33"
"Ganesh Benzoplast Ltd","Specialty Chemicals","1039.74","16.92","-19.40","2.05","2.12","9.20","12.48","-","3.72","8.96"
"Ritco Logistics Ltd","Logistics","1038.03","31.46","38.12","5.67","1.11","16.33","70.18","-","35.15","13.48"
"Sical Logistics Ltd","Logistics","1037.13","-36.66","-22.73","6.67","3.75","24.39","129.80","-","96.78","-4.34"
"CFF Fluid Control Ltd","Aerospace & Defense","1033.39","60.50","11.50","8.21","9.66","33.63","-","-","42.63","10.12"
"Vasa Denticity Ltd","Hospitals & Diagnostic Centres","1032.97","68.50","19.24","15.11","5.96","49.14","-","-","-","9.42"
"STEL Holdings Ltd","Asset Management","1028.98","77.54","73.61","0.68","55.74","56.09","85.53","-","8.24","7.19"
"NINtec Systems Ltd","Software Services","1027.44","66.16","20.48","29.39","12.13","46.46","103.57","-","-","8.36"
"Algoquant Fintech Ltd","Investment Banking & Brokerage","1024.39","102.95","2.00","23.14","15.77","89.67","-","-","390.09","12.38"
"Nelcast Ltd","Iron & Steel","1024.09","18.83","-22.58","1.96","0.79","10.22","53.48","0.34","82.98","6.25"
"Vashu Bhagnani Industries Ltd","-","1023.12","126.62","11.78","13.05","17.54","87.55","3653.99","-","166.18","2.40"
"Krystal Integrated Services Ltd","Business Support Services","1022.33","29.79","-4.51","2.72","0.99","12.09","450.36","0.21","15.34","26.92"
"Morganite Crucible (India) Ltd","Industrial Machinery","1020.77","43.47","31.99","7.95","5.87","23.50","23.66","2.19","45.57","41.93"
"Australian Premium Solar (India) Ltd","Photovoltaic Solar Systems & Equipment","1019.87","165.83","70.82","21.21","6.72","99.78","403.11","-","57.62","3.59"
"Faze Three Ltd","Textiles","1015.44","21.80","6.87","2.67","1.77","10.53","27.44","-","-20.09","19.16"
"Shree Tirupati Balajee FIBC Ltd","Packaging","1010.98","71.70","101.62","13.04","6.18","42.60","-","-","57.02","13.92"
"Urja Global Ltd","Renewable Energy Equipment & Services","1004.14","492.23","-14.11","5.33","21.85","253.04","-","-","34.21","0.04"
"Shalimar Paints Ltd","Specialty Chemicals","1002.53","-13.58","-29.18","2.55","1.85","-","56.70","-","-89.23","-9.47"
"Shree Ganesh Remedies Ltd","Pharmaceuticals","1002.21","35.65","23.68","8.21","7.77","22.68","32.91","0.06","-","21.88"
"Indo Thai Securities Ltd","Investment Banking & Brokerage","1000.00","62.77","183.93","13.32","31.11","47.01","-","0.16","345.08","15.93"
"Deep Energy Resources Ltd","Oil & Gas - Equipment & Services","999.20","9.58","69.98","0.80","2.45","5.69","5.54","1.56","2391.04","21.72"
"Voith Paper Fabrics India Ltd","Textiles","994.63","27.40","12.10","2.85","5.12","13.69","37.88","0.35","14.28","82.67"
"Nahar Spinning Mills Ltd","Textiles","988.19","-19.34","-6.15","0.67","0.32","21.97","-","0.37","-146.11","-14.15"
"Foods and Inns Ltd","FMCG - Foods","985.56","26.84","-21.63","2.47","0.96","10.84","-","0.17","-27.20","6.82"
"Aditya Birla Money Ltd","Investment Banking & Brokerage","982.19","18.54","35.52","6.04","2.49","19.32","-","-","56.10","9.38"
"Vinyas Innovative Technologies Ltd","Electronic Equipments","974.18","63.42","6.04","7.60","3.04","28.57","-","-","-4.07","18.82"
"Swiss Military Consumer Goods Ltd","Investment Banking & Brokerage","973.38","116.85","79.80","13.33","5.03","83.00","-","-","41.94","0.40"
"Bodal Chemicals Ltd","Commodity Chemicals","971.41","150.14","-3.65","0.90","0.68","15.31","4.76","-","-83.21","0.51"
"Anuh Pharma Ltd","Pharmaceuticals","969.67","16.14","-18.23","3.33","1.47","10.33","74.99","1.29","66.00","11.99"
"Concord Control Systems Ltd","Electrical Components & Equipment","969.50","74.29","122.62","20.89","14.55","51.89","163.22","-","102.96","22.32"
"RDB Realty & Infrastructure Ltd","Real Estate","968.91","360.19","281.79","25.89","14.28","283.41","-","-","-1.50","1.54"
"Infobeans Technologies Ltd","Software Services","963.91","42.90","1.64","3.26","2.51","13.14","22.14","0.25","-37.68","9.26"
"Sunshine Capital Ltd","-","962.17","-20.38","-50.93","17.38","12.96","-","-","-","-2737.43","-0.45"
"RACL Geartech Ltd","Auto Parts","961.66","24.41","-31.50","4.70","2.32","12.30","27.35","0.17","5.32","36.54"
"Linc Ltd","Stationery","960.90","28.08","9.47","4.67","1.85","15.29","25.28","0.77","-","23.01"
"BEML Land Assets Ltd","Real Estate","960.16","-257.41","-10.67","197.97","48007.78","-","2000.32","-","-196.10","-0.90"
"Jay Bharat Maruti Ltd","Auto Parts","958.23","29.74","-24.02","1.78","0.42","8.14","5.10","0.79","-14.99","2.98"
"Giriraj Civil Developers Ltd","Construction & Engineering","956.70","94.44","-17.54","15.86","5.44","55.21","-","-","71.65","4.23"
"Sutlej Textiles and Industries Ltd","Textiles","954.14","-7.04","-4.84","0.99","0.35","-","4.30","-","-463.63","-8.27"
"Danlaw Technologies India Ltd","IT Services & Consulting","954.02","42.94","11.07","16.49","4.52","26.18","40.27","-","206.48","45.62"
"Sastasundar Ventures Ltd","Diversified Financials","952.41","107.25","-5.04","0.95","0.66","-","24.95","-","112.29","2.79"
"Allcargo Terminals Ltd","Logistics","951.82","21.44","-35.05","3.80","1.27","9.86","9.59","-","-100.00","3.61"
"Krishna Defence & Allied Industries Ltd","Industrial Machinery","950.53","96.99","56.04","8.93","8.83","53.71","-","-","68.95","7.79"
"PNGS Gargi Fashion Jewellery Ltd","Apparel Retail","950.33","112.20","49.37","32.72","18.60","80.38","-","-","-9.05","8.80"
"Ratnaveer Precision Engineering Ltd","Industrial Machinery","949.51","30.58","36.03","3.75","1.58","19.23","76.88","-","22.69","8.90"
"Oswal Agro Mills Ltd","Real Estate","947.83","206.95","57.96","1.13","75.28","194.90","-","-","-80.81","0.34"
"Asian Granito India Ltd","Building Products - Granite","935.01","-76.33","8.31","0.73","0.60","17.64","-","-","86.53","-0.97"
"Kriti Industries (India) Limited","Building Products - Pipes","934.13","42.58","33.32","6.16","1.07","16.57","15.99","0.11","195.39","4.42"
"Davangere Sugar Company Ltd","Packaged Foods & Meats","932.38","76.17","-34.09","2.74","4.18","23.05","375.96","-","-23.06","0.13"
"Primo Chemicals Ltd","Commodity Chemicals","932.29","-36.81","-12.31","2.41","2.24","42.11","68.20","-","-118.44","-1.05"
"Virtuoso Optoelectronics Ltd","Household Appliances","931.34","91.76","30.99","4.44","1.75","18.50","67.73","-","-","3.85"
"Transindia Real Estate Ltd","Logistics","929.47","3.71","-21.43","0.76","2.08","1.54","12.37","-","-100.00","20.38"
"Sarveshwar Foods Ltd","Packaged Foods & Meats","922.04","54.95","1.84","3.65","1.05","19.35","-","-","87.23","0.18"
"Mallcom (India) Ltd","Business Support Services","918.43","25.30","45.22","3.87","2.16","15.60","144.18","-","-1.73","58.17"
"Entertainment Network (India) Ltd","Radio","916.94","28.22","-29.06","1.19","1.62","5.41","7.20","-","119.71","6.82"
"Forbes & Company Ltd","Conglomerates","915.74","-205.78","39.25","6.53","5.91","690.34","-","-","-103.28","-2.01"
"V-Marc India Ltd","Electrical Components & Equipments","904.59","33.70","262.56","8.49","1.60","15.57","18.95","-","157.33","11.78"
"Dhanlaxmi Bank Ltd","Private Banks","904.01","15.63","-18.14","0.88","0.66","-","52.29","-","17.12","2.29"
"Sar Auto Products Ltd","Auto Parts","903.39","765.59","-14.92","53.52","43.27","325.21","289.55","-","90.32","2.48"
"Ganesh Green Bharat Ltd","Renewable Energy","901.64","45.35","-4.09","15.32","5.24","25.78","5303.77","-","142.21","10.98"
"MMP Industries Ltd","Metals - Aluminium","898.49","28.40","19.15","3.11","1.53","18.10","21.02","-","48.41","12.46"
"Garuda Construction and Engineering Ltd","Construction & Engineering","896.27","24.59","-9.43","7.53","5.80","17.85","-","-","-10.68","4.88"
"Bharat Parenterals Ltd","Pharmaceuticals","895.94","61.75","-10.83","3.76","3.37","34.03","-","0.06","-12.14","25.03"
"Gandhi Special Tubes Ltd","Auto Parts","895.78","16.11","-5.35","4.02","4.89","11.62","33.98","1.76","17.43","45.75"
"Cool Caps Industries Ltd","Plastic Products","891.85","226.36","79.63","20.81","5.54","65.27","156.47","-","-31.24","3.41"
"State Trading Corporation of India Ltd","Commodities Trading","890.88","17.44","5.30","-0.19","8.87","50.14","-","-","60.65","8.51"
"Career Point Ltd","Education Services","890.54","15.60","41.09","1.67","7.77","11.66","-","0.20","377.57","31.37"
"Hazoor Multi Projects Ltd","Real Estate","890.31","13.96","21.66","3.76","1.62","10.49","-","0.63","-","34.08"
"Silver Touch Technologies Ltd","IT Services & Consulting","890.27","55.43","1.78","7.89","3.92","31.94","316.82","-","65.57","12.66"
"Orient Paper and Industries Ltd","Paper Products","889.48","143.23","-10.24","0.55","1.04","14.00","8.80","0.60","-93.74","0.29"
"Sukhjit Starch and Chemicals Ltd","Agro Products","888.97","17.79","15.12","1.77","0.64","8.20","11.44","1.41","-21.12","31.99"
"Alphalogic Techsys Ltd","Software Services","888.77","215.20","44.95","18.13","15.97","114.47","1813.81","-","18.15","0.68"
"Ambika Cotton Mills Ltd","Textiles","887.46","14.09","-1.97","1.03","1.05","5.64","-","2.26","-43.72","110.01"
"NCL Industries Ltd","Cement","886.74","9.51","-5.59","1.04","0.47","4.63","4.85","1.53","110.50","20.61"
"Innovana Thinklabs Ltd","Software Services","885.60","21.61","-18.49","5.32","7.69","15.27","-","-","128.51","19.99"
"Bhageria Industries Ltd","Specialty Chemicals","882.97","46.28","11.16","1.69","1.73","15.04","38.52","0.49","29.36","4.37"
"Rushil Decor Ltd","Building Products - Laminates","881.79","20.45","2.22","1.62","1.04","9.50","21.55","0.30","-49.18","1.76"
"Chemcon Speciality Chemicals Ltd","Specialty Chemicals","881.33","45.93","-8.34","1.85","3.14","18.81","73.69","-","-65.18","5.24"
"Rajapalayam Mills Ltd","Textiles","880.90","19.85","-0.19","0.38","0.98","15.40","5.93","0.06","-47.26","48.12"
"Aimtron Electronics Ltd","Electronic Equipments","879.12","64.59","70.18","17.00","9.38","36.26","131.02","-","-30.79","9.21"
"Basilic Fly Studio Ltd","Animation","877.19","24.02","-5.87","7.10","8.29","16.01","-","-","11.20","18.15"
"Waaree Technologies Ltd","Specialty Chemicals","876.96","-116.93","-59.16","234.48","30.33","-","-","-","-594.44","-6.96"
"SBC Exports Ltd","Apparel & Accessories","876.82","94.38","3.25","19.85","4.03","43.92","-","-","34.64","0.29"
"Affordable Robotic & Automation Ltd","Software Services","876.48","136.52","32.49","7.78","5.36","56.65","-","-","183.33","5.95"
"Liberty Shoes Ltd","Footwear","875.86","78.55","57.96","4.19","1.37","16.23","9.93","-","-18.78","6.40"
"HDFC Nifty 50 ETF","Equity","875.43","-","10.23","-","-","-","-","0.00","-","-"
"Dhampur Bio Organics Ltd","Sugar","871.40","18.74","-3.45","0.86","0.46","11.82","-","1.90","-58.15","7.00"
"RSWM Ltd","Textiles","870.58","-41.36","-4.92","0.67","0.21","12.41","-","-","-115.25","-4.47"
"Ugar Sugar Works Ltd","Sugar","867.71","41.03","-3.10","3.69","0.73","12.97","-","0.32","-79.48","1.88"
"Shardul Securities Ltd","Investment Banking & Brokerage","863.46","8.83","156.54","1.29","4.97","5.18","43.48","-","4325.34","55.89"
"Visaka Industries Ltd","Cement","863.01","1027.39","-7.05","1.15","0.56","13.81","265.54","0.50","-98.43","0.10"
"Frontier Springs Ltd","Industrial Machinery","862.06","66.31","58.25","9.65","6.34","39.66","74.51","-","79.56","32.60"
"Onmobile Global Ltd","Software Services","861.10","56.50","-0.38","1.33","1.61","18.68","22.66","-","125.80","1.44"
"Kore Digital Ltd","Telecom Infrastructure","860.02","74.85","111.30","11.50","8.18","48.04","-","-","176.35","35.20"
"Jayant Agro-Organics Ltd","Specialty Chemicals","859.95","16.30","17.22","1.49","0.40","10.49","50.88","2.62","6.91","17.58"
"Sathlokhar Synergys E&C Global Ltd","Construction & Engineering","859.43","32.78","44.15","21.20","3.47","23.67","70.62","-","380.22","14.98"
"Royal Orchid Hotels Ltd","Hotels Resorts & Cruise Lines","857.45","17.68","-21.07","4.12","2.74","10.75","14.44","-","3.08","17.68"
"K&R Rail Engineering Ltd","Construction & Engineering","856.35","109.93","-22.52","11.67","1.29","53.66","113.27","-","6.12","4.22"
"Tracxn Technologies Ltd","IT Services & Consulting","852.98","131.23","-15.33","12.03","9.80","85.26","75.82","-","-80.67","0.64"
"Fermenta Biotech Ltd","Pharmaceuticals","852.54","-36.97","65.87","2.99","2.45","28.74","8.09","0.43","54.85","-7.84"
"Zodiac Energy Ltd","Renewable Energy Equipment & Services","851.04","77.51","2.88","17.89","3.85","44.20","53.29","-","243.13","7.50"
"Haldyn Glass Ltd","Packaging","850.62","34.63","-2.91","4.26","2.66","15.57","44.86","0.44","-8.73","4.57"
"TAAL Enterprises Ltd","Conglomerates","848.99","22.85","-3.33","5.23","4.28","12.50","24.67","-","18.96","119.21"
"Transpek Industry Ltd","Commodity Chemicals","844.48","21.89","-18.44","1.25","1.40","8.72","8.63","0.93","-53.80","69.05"
"Eldeco Housing and Industries Ltd","Real Estate","842.54","24.89","-21.94","2.27","6.89","16.52","-","0.93","-23.71","34.42"
"GeeCee Ventures Ltd","Real Estate","840.44","22.56","41.22","1.30","8.65","15.54","-","0.50","220.38","17.82"
"Shivalik Rasayan Ltd","Fertilizers & Agro Chemicals","833.41","65.57","-3.79","1.64","3.01","19.54","-","-","-40.90","8.46"
"Jindal Poly Investment and Finance Company Ltd","Asset Management","832.02","2.81","11.63","0.31","2.78","2.88","-","-","5.15","281.17"
"Gloster Ltd","Textiles","830.59","34.11","-21.27","0.75","1.26","12.34","21.85","2.64","-55.22","22.25"
"Bhartiya International Ltd","Apparel & Accessories","830.24","3459.33","60.74","2.13","1.06","15.02","12.62","-","-99.62","0.20"
"GHCL Textiles Ltd","Textiles","828.63","33.08","2.05","0.60","0.78","9.89","14.31","0.58","361.93","5.24"
"Annapurna Swadisht Ltd","FMCG - Foods","824.91","62.87","4.40","7.20","3.10","31.32","-","-","77.20","7.71"
"Kwality Pharmaceuticals Ltd","Pharmaceuticals","823.61","34.62","60.53","3.70","2.67","14.98","19.16","-","22.95","22.93"
"GVK Power & Infrastructure Ltd","Airports","816.45","40.02","-51.91","1.80","0.71","6.34","0.50","-","-99.16","0.13"
"W S Industries (India) Ltd","Industrial Machinery","814.99","17.36","-17.31","5.93","2.47","19.71","7.20","-","76.78","10.19"
"Mindteck (India) Ltd","IT Services & Consulting","814.04","29.81","6.11","3.68","2.08","17.78","36.21","0.31","32.44","8.63"
"Onward Technologies Ltd","Outsourced services","814.01","24.00","-25.53","3.93","1.70","13.63","13.06","1.38","191.93","15.13"
"Integra Engineering India Ltd","Industrial Machinery","813.08","56.04","-12.31","10.59","5.51","33.13","47.44","-","-20.37","4.22"
"Shree Pushkar Chemicals & Fertilisers Ltd","Specialty Chemicals","812.42","21.92","37.66","1.72","1.10","11.35","50.27","-","-1.73","11.72"
"Sudarshan Pharma Industries Ltd","Specialty Chemicals","811.38","70.80","325.00","7.26","1.74","35.98","135.01","-","31.04","4.76"
"Radiant Cash Management Services Ltd","Business Support Services","810.77","17.84","-13.22","3.20","2.08","7.73","19.96","3.29","-29.40","4.26"
"Nupur Recyclers Ltd","Metals - Diversified","809.67","112.30","41.69","8.82","3.29","62.60","-","-","-41.05","1.05"
"Mac Charles (India) Ltd","Hotels Resorts & Cruise Lines","809.32","-12.23","37.34","4.62","27.40","233.98","-","-","-255.49","-50.52"
"Viceroy Hotels Ltd","Hotels Resorts & Cruise Lines","808.80","338.41","109.42","12.11","5.81","61.11","44.66","-","3940.30","0.45"
"Filatex Fashions Ltd","Apparel & Accessories","808.41","91.66","-67.03","0.35","4.52","60.88","82.49","-","-91.88","0.02"
"The Ruby Mills Ltd","Textiles","807.07","18.12","19.87","1.34","3.22","13.71","16.15","0.73","26.42","13.32"
"Manba Finance Ltd","Diversified Financials","806.64","25.87","5.46","4.02","4.21","33.48","-","-","104.86","8.28"
"Deccan Cements Ltd","Cement","804.31","21.59","-8.83","1.12","0.99","11.68","14.19","0.52","-24.39","26.60"
"Andhra Cements Ltd","Cement","804.02","-12.25","-2.04","2.71","2.76","72.40","-","-","-114.46","-7.12"
"Spencer's Retail Ltd","Retail - Department Stores","803.99","-3.02","-14.81","-1.93","0.34","171.15","22.92","-","-26.50","-29.53"
"CSL Finance Ltd","Specialized Finance","803.57","12.68","-19.19","1.69","4.82","14.31","-","0.71","32.34","29.13"
"Global Surfaces Ltd","Building Products - Ceramics","802.71","42.93","-13.52","2.41","3.51","24.39","-","-","-30.61","4.41"
"Zuari Agro Chemicals Ltd","Fertilizers & Agro Chemicals","802.51","8.04","-1.26","0.35","0.17","5.02","1.70","0.79","-79.05","23.74"
"Naperol Investments Ltd","Asset Management & Custody Banks","800.44","-2223.45","56.38","0.76","416.90","-","734.35","-","-100.11","-0.54"
"Moneyboxx Finance Ltd","Diversified Financials","797.99","87.40","-12.76","4.73","6.24","81.77","-","-","212.72","3.30"
"Albert David Ltd","Pharmaceuticals","797.60","10.58","16.64","2.08","1.90","4.93","17.53","0.82","108.43","132.13"
"Foce India Ltd","Precious Metals Jewellery & Watches","797.55","50.16","89.53","12.38","9.92","40.37","2953.88","-","87.06","32.50"
"Wim Plast Ltd","Housewares","794.80","14.26","25.29","1.62","2.11","7.85","17.17","1.51","33.70","46.44"
"Rane Brake Linings Ltd","Auto Parts","792.85","19.68","22.49","2.82","1.20","10.29","27.07","2.92","20.56","52.11"
"SPEL Semiconductor Ltd","Electronic Equipments","792.30","-47.22","16.63","23.95","48.31","-","-","-","-442.78","-3.63"
"Consolidated Construction Consortium Ltd","Construction & Engineering","791.84","1.18","73.69","28.70","0.53","1.37","15.67","-","697.51","16.88"
"Pashupati Cotspin Ltd","Textiles","791.33","95.34","391.92","6.64","1.18","22.56","14.24","0.14","113.92","5.43"
"Permanent Magnets Ltd","Metals - Diversified","788.44","41.15","-25.53","6.08","3.83","19.67","33.46","0.20","-","22.28"
"S J Logistics (India) Ltd","Logistics","786.80","34.80","70.99","25.22","2.88","25.66","-","-","-22.51","20.03"
"Lucent Industries Ltd","Education Services","784.35","-6536.25","478.69","54.62","-","-","-","-","-33.33","-0.08"
"Repro India Ltd","Stationery","783.35","64.74","-32.41","2.02","1.63","15.29","28.83","-","30.48","8.95"
"EKI Energy Services Ltd","Environmental & Facilities Services","782.86","-6.06","-14.74","1.89","2.86","-","4.74","-","-207.94","-46.96"
"Nitco Ltd","Building Products - Ceramics","782.11","-4.80","72.49","-2.06","2.37","-","-","-","-7.75","-22.68"
"ADC India Communications Ltd","Communication & Networking","781.89","37.81","36.14","11.04","4.33","26.34","40.24","1.76","153.12","44.96"
"Transworld Shipping Lines Ltd","Logistics","781.36","-15.32","16.76","1.02","2.16","16.38","41.21","-","-125.91","-23.23"
"Focus Lighting and Fixtures Ltd","Home Electronics & Appliances","780.88","19.93","-32.10","8.68","3.39","14.74","-","-","49.98","5.99"
"Parsvnath Developers Ltd","Real Estate","779.41","-1.31","23.09","-0.49","1.40","267.34","2.98","-","25.85","-13.65"
"RBZ Jewellers Ltd","Jewelry & Watch Retailers","779.24","36.13","30.44","3.76","2.38","21.46","-","-","-17.17","6.16"
"All e Technologies Ltd","IT Services & Consulting","777.39","39.48","64.74","6.53","6.29","24.24","48.20","-","49.56","9.75"
"Aerpace Industries Ltd","Trading Companies & Distributors","776.36","-558.53","245.74","47.78","2352.60","-","-","-","-1029.21","-0.12"
"KSE Ltd","Agro Products","774.99","44.01","8.01","3.45","0.46","23.54","-","1.24","839.59","54.98"
"Titan Biotech Ltd","Fertilizers & Agro Chemicals","771.04","31.02","87.98","5.78","4.65","21.55","36.46","-","0.12","30.08"
"Jindal Photo Ltd","Electronic Equipments","771.02","2.90","17.41","0.33","2.85","2.90","-","-","58.85","258.86"
"Nectar Lifesciences Ltd","Pharmaceuticals","766.52","153.61","0.53","0.72","0.45","8.32","3.41","-","120.63","0.22"
"Speciality Restaurants Ltd","Restaurants & Cafes","765.21","25.50","-19.68","2.44","1.79","7.96","12.25","0.63","-69.37","6.31"
"Spright Agro Ltd","-","765.06","65.84","-51.48","-1048.02","10.54","60.34","15301.13","-","88387.85","0.75"
"TAC Infosec Ltd","IT Services & Consulting","764.91","120.46","81.75","54.21","64.55","113.16","-","-","25.49","8.30"
"Kisan Mouldings Ltd","Building Products - Pipes","763.97","13.13","-21.44","3.77","1.94","9.91","61.17","-","147.13","7.59"
"Hampton Sky Realty Ltd","Real Estate Development","762.57","55.83","-13.47","3.68","3.15","24.34","-","-","2492.27","0.50"
"Vikas Lifecare Ltd","Plastic Products","762.57","54.31","-16.26","1.59","1.61","33.25","-","-","175.26","0.09"
"Apex Frozen Foods Ltd","Packaged Foods & Meats","760.19","52.07","11.74","1.53","0.94","19.29","68.12","-","-59.30","4.67"
"Hi-Green Carbon Ltd","Commodity Chemicals","757.20","73.66","51.96","10.03","10.72","42.25","-","-","-28.15","4.67"
"Sil Investments Ltd","Diversified Financials","756.23","25.72","39.34","0.34","13.93","17.39","47.21","0.35","4.70","27.65"
"Chembond Chemicals Ltd","Specialty Chemicals","755.52","17.01","0.55","2.08","1.58","10.13","27.32","-","77.04","33.03"
"Hp Adhesives Ltd","Diversified Chemicals","755.49","36.73","-22.79","4.47","3.15","21.33","33.16","0.36","89.24","2.24"
"De Nora India Ltd","Electrical Components & Equipments","754.28","39.68","-19.31","6.30","9.55","26.07","46.97","0.14","-6.26","35.81"
"RMC Switchgears Ltd","Electrical Components & Equipments","754.00","50.67","35.96","12.47","4.35","24.39","96.92","0.03","26.75","14.44"
"Essar Shipping Ltd","Logistics","749.67","-6.35","19.74","-0.28","4.60","420.33","-","-","-107.16","-5.71"
"TPL Plastech Ltd","Plastic Products","747.81","37.69","1.13","5.74","2.39","21.16","25.54","-","23.85","2.54"
"Vraj Iron and Steel Ltd","Iron & Steel","746.07","13.00","-10.24","3.72","1.74","9.09","38.82","-","6.30","23.22"
"U. P. Hotels Ltd","Hotels Resorts & Cruise Lines","745.20","23.42","-18.81","4.91","4.91","13.25","-","-","36.22","58.93"
"Wanbury Ltd","Pharmaceuticals","743.99","13.30","43.78","26.62","1.23","8.67","186.93","-","637.94","17.10"
"Pyramid Technoplast Ltd","Plastic Products","740.40","25.23","23.60","3.33","1.38","15.26","-","-","-15.08","8.62"
"Pavna Industries Ltd","Auto Parts","739.44","70.02","2.68","9.98","2.31","23.76","40.03","-","26.17","8.67"
"Macfos Ltd","Computer & Electronics Retail","738.61","68.26","67.74","27.03","5.85","44.46","147.72","-","-","12.25"
"Axtel Industries Ltd","Industrial Machinery","735.45","22.90","-29.35","6.51","3.25","14.30","19.01","1.32","85.66","19.88"
"Integrated Industries Ltd","Electronic Components","735.00","29.53","4.96","4.89","2.22","24.71","-","-","1122.97","1.72"
"Tamilnadu Petroproducts Ltd","Commodity Chemicals","731.47","14.61","-5.63","0.85","0.43","3.46","4.54","-","-46.83","5.57"
"Cheviot Co Ltd","Textiles","729.59","10.52","-4.27","1.17","1.44","7.46","20.31","0.41","27.40","115.31"
"Bright Outdoor Media Ltd","Advertising","727.44","45.35","4.49","4.98","6.78","30.38","-","-","95.37","11.52"
"KN Agri Resources Ltd","Agro Products","724.97","23.36","123.94","2.57","0.42","14.43","-","-","15.39","12.50"
"Addictive Learning Technology Ltd","Education Services","724.95","100.69","42.82","10.61","11.01","38.64","38.20","-","344.09","2.18"
"S Chand and Company Ltd","Education Services","724.70","14.17","-9.05","0.77","0.88","5.79","5.98","1.46","-11.34","14.55"
"R & B Denims Ltd","Textiles","723.57","38.73","43.53","4.03","2.05","15.39","29.70","-","9.91","2.34"
"Sarla Performance Fibers Ltd","Textiles","722.72","21.97","48.84","1.69","1.79","10.18","23.30","-","54.10","3.94"
"Rudra Ecovation Ltd","Textiles","720.18","-1161.57","53.89","25.94","35.16","386.17","201.73","-","-121.16","-0.07"
"Lancer Container Lines Ltd","Logistics","715.93","12.27","-56.55","1.79","1.11","7.73","16.58","-","233.76","2.82"
"DIC India Ltd","Specialty Chemicals","715.82","-31.59","68.38","1.81","0.86","-","136.09","-","-155.30","-24.69"
"Vishnusurya Projects and Infra Ltd","Construction & Engineering","713.19","25.84","13.29","5.43","3.08","14.95","-","-","-37.82","16.38"
