Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Mishra Dhatu Nigam Ltd","Metals - Diversified","6377.05","69.48","-21.97","4.83","5.78","30.13","29.57","0.41","-41.26","4.90"
"Bansal Wire Industries Ltd","Iron & Steel","6367.91","82.52","16.10","13.81","2.57","46.46","-","-","-14.17","8.07"
"India Infrastructure Trust","Construction & Engineering","6347.84","7.72","-2.17","0.97","1.65","6.68","3.05","-","50.53","12.38"
"Kesoram Industries Ltd","Tires & Rubber","6331.01","-16.48","18.79","46.70","1.42","23.85","30.79","-","-76.50","-12.36"
"Ami Organics Ltd","Pharmaceuticals","6312.91","147.67","27.73","9.25","8.71","62.42","50.43","0.18","-48.99","11.66"
"Inox Green Energy Services Ltd","Heavy Electrical Equipments","6298.38","225.67","16.70","4.67","24.11","58.93","-","-","141.14","0.95"
"Niit Learning Systems Ltd","Education Services","6271.52","29.41","-9.55","6.42","3.95","14.74","22.50","-","2.80","15.80"
"Indinfravit Trust","Roads","6266.15","-39.88","-1.74","1.02","1.81","6.29","4.23","20.54","70.73","-1.89"
"Ceigall India Ltd","Construction & Engineering","6252.21","20.42","-7.20","6.90","2.04","12.57","-","-","83.03","19.48"
"KRBL Ltd","Packaged Foods & Meats","6244.12","10.48","-8.41","1.29","1.14","7.39","27.57","1.47","-13.81","25.67"
"GMM Pfaudler Ltd","Industrial Machinery","6227.47","34.81","-2.77","6.39","1.80","13.68","21.94","0.14","8.08","39.80"
"Gabriel India Ltd","Auto Parts","6219.06","34.79","23.07","6.21","1.82","19.60","35.22","0.92","-","12.44"
"South Indian Bank Ltd","Private Banks","6205.81","5.80","-17.64","0.70","0.61","-","0.88","1.26","28.50","4.37"
"TD Power Systems Ltd","Heavy Electrical Equipments","6202.30","52.41","16.76","8.80","6.10","32.00","73.84","0.28","265.53","7.58"
"Thangamayil Jewellery Ltd","Precious Metals Jewellery & Watches","6149.80","49.90","68.08","12.47","1.60","30.31","18.61","0.45","131.83","44.91"
"Gokaldas Exports Ltd","Apparel & Accessories","6114.67","46.69","6.07","4.74","2.54","23.36","-","-","-26.98","21.13"
"Entero Healthcare Solutions Ltd","Pharmaceuticals","6089.13","155.69","16.27","3.71","1.55","43.86","-","-","156.58","16.43"
"Sharda Motor Industries Ltd","Auto Parts","6023.79","20.11","40.33","5.99","2.08","12.00","16.30","-","43.79","100.76"
"Gujarat Alkalies And Chemicals Ltd","Commodity Chemicals","6022.56","-25.43","2.31","0.99","1.55","52.55","90.40","1.69","-157.82","-32.25"
"Healthcare Global Enterprises Ltd","Hospitals & Diagnostic Centres","5976.21","124.17","18.21","6.91","3.09","19.92","21.00","-","63.88","3.46"
"E2E Networks Ltd","Software Services","5961.25","272.70","222.05","84.13","62.04","122.98","139.09","-","120.59","15.10"
"Rolex Rings Ltd","Industrial Machinery","5911.54","37.88","15.31","6.58","4.78","23.64","26.70","-","-21.22","57.30"
"AGI Greenpac Ltd","Packaging","5904.93","23.49","12.13","3.25","2.42","10.42","10.04","0.66","-3.94","38.85"
"Gujarat Ambuja Exports Ltd","Agro Products","5897.13","17.05","-24.88","2.13","1.16","9.22","27.67","0.27","4.77","7.54"
"VST Industries Ltd","FMCG - Tobacco","5881.47","19.50","-3.66","4.70","3.92","12.94","35.21","3.94","-7.78","17.75"
"Lloyds Enterprises Ltd","Trading Companies & Distributors","5879.77","50.01","32.51","2.87","5.38","27.59","-","0.22","141.07","0.92"
"Jai Corp Ltd","Textiles","5878.54","111.93","4.18","3.90","11.76","67.36","143.45","0.15","486.18","2.94"
"R Systems International Ltd","IT Services & Consulting","5874.36","41.93","5.69","6.89","3.46","22.76","27.79","1.37","0.31","11.84"
"Gulf Oil Lubricants India Ltd","Commodity Chemicals","5863.10","19.04","19.58","4.29","1.74","11.34","17.17","3.02","34.26","62.73"
"Kovai Medical Center and Hospital Ltd","Hospitals & Diagnostic Centres","5853.40","32.57","29.89","6.59","4.72","16.25","17.01","0.19","55.23","164.25"
"Gopal Snacks Ltd","FMCG - Foods","5815.91","58.42","48.17","14.90","4.13","33.91","85.14","0.05","-11.41","7.99"
"Le Travenues Technology Ltd","Online Services","5812.51","76.69","-9.47","13.03","8.37","74.49","134.49","-","249.04","2.04"
"Sterlite Technologies Ltd","Telecom Equipments","5804.70","-113.82","-8.56","2.87","1.05","13.70","7.34","-","-136.11","-1.28"
"Manorama Industries Ltd","Packaged Foods & Meats","5788.26","144.35","61.18","17.18","12.31","69.77","-","0.04","304.10","6.73"
"Refex Industries Ltd","Commodity Chemicals","5753.07","61.29","177.66","12.38","4.11","36.13","2018.62","0.10","-20.96","8.30"
"Jindal Worldwide Ltd","Textiles","5750.93","76.02","-13.61","8.00","3.17","34.14","1185.76","0.07","-34.62","3.77"
"Lux Industries Ltd","Apparel & Accessories","5743.09","44.34","43.38","3.70","2.45","26.50","23.97","-","-8.81","39.78"
"Unichem Laboratories Ltd","Pharmaceuticals","5707.79","-81.00","40.75","2.42","3.16","78.13","341.99","-","65.15","-10.01"
"Allcargo Logistics Ltd","Logistics","5705.05","38.11","-21.77","2.18","0.43","10.07","-","-","-72.86","1.31"
"Prince Pipes and Fittings Ltd","Building Products - Pipes","5685.60","31.15","-17.30","3.68","2.18","16.69","172.81","0.19","50.30","16.51"
"Borosil Renewables Ltd","Housewares","5649.68","-120.44","-18.82","6.33","3.97","56.19","82.18","-","-167.37","-3.59"
"SIS Ltd","Business Support Services","5645.24","29.71","-17.20","2.34","0.46","11.18","14.31","-","-44.59","13.11"
"DB Corp Ltd","Publishing","5640.06","13.25","9.99","2.54","2.27","7.52","9.75","1.58","150.94","23.90"
"Bondada Engineering Ltd","Construction & Engineering","5606.27","125.36","122.24","33.39","6.98","78.69","103.76","0.01","315.86","1.77"
"Pricol Ltd","Auto Parts","5535.25","39.37","3.97","6.55","2.42","19.14","21.73","-","12.76","11.54"
"Heritage Foods Ltd","FMCG - Foods","5519.51","51.81","81.81","6.83","1.45","25.29","14.16","0.42","82.50","11.48"
"Aditya Vision Ltd","Retail - Speciality","5516.43","71.57","28.83","11.33","3.15","32.98","-","0.33","16.37","6.20"
"Anup Engineering Ltd","Textiles","5489.28","53.05","50.19","10.39","9.81","39.20","32.41","0.36","100.48","52.13"
"Tilaknagar Industries Ltd","Alcoholic Beverages","5488.64","39.77","22.85","8.39","3.90","28.31","45.45","-","-16.23","7.30"
"Optiemus Infracom Ltd","Technology Hardware","5483.27","96.60","129.85","12.86","3.54","55.19","135.93","-","35.56","6.61"
"J Kumar Infraprojects Ltd","Construction & Engineering","5459.27","16.51","13.94","2.06","1.11","7.57","16.12","0.55","20.54","43.71"
"Rain Industries Ltd","Commodity Chemicals","5446.11","-5.81","-7.71","0.70","0.30","11.28","1.78","0.62","-165.19","-27.89"
"Shilchar Technologies Ltd","Electronic Equipments","5422.65","59.02","10.28","25.87","13.24","42.35","70.90","0.18","113.08","120.47"
"GHCL Ltd","Commodity Chemicals","5398.18","6.80","8.25","1.81","1.45","4.20","6.77","2.13","-28.40","80.38"
"Ganesha Ecosphere Ltd","Textiles","5391.19","132.82","98.21","5.12","4.74","36.78","123.99","0.14","-45.91","17.21"
"Aarti Pharmalabs Ltd","Labs & Life Sciences Services","5351.01","24.67","13.61","3.05","2.88","14.18","24.73","0.51","-43.80","23.93"
"MAS Financial Services Ltd","Diversified Financials","5337.45","21.26","-0.88","2.93","4.15","34.66","-","1.08","23.51","15.31"
"Easy Trip Planners Ltd","Tour & Travel Services","5335.61","51.75","-36.14","8.54","8.76","33.84","42.99","-","14.13","0.59"
"National Fertilizers Ltd","Fertilizers & Agro Chemicals","5317.38","35.44","5.90","2.08","0.22","11.53","7.96","-","-67.26","3.06"
"Yatharth Hospital & Trauma Care Services Ltd","Hospitals & Diagnostic Centres","5311.55","46.40","38.15","6.08","7.74","26.10","-","-","50.67","15.12"
"Sharda Cropchem Ltd","Fertilizers & Agro Chemicals","5283.31","165.72","57.44","2.36","1.64","13.92","15.48","0.51","-90.68","3.53"
"Bharat Bijlee Ltd","Heavy Electrical Equipments","5255.61","39.98","36.87","2.82","2.75","24.45","21.80","0.75","57.94","116.29"
"Borosil Ltd","Housewares","5253.89","79.76","24.23","9.06","5.47","35.57","109.39","-","39.51","5.17"
"Network People Services Technologies Ltd","Software Services","5253.80","196.77","103.25","90.04","40.35","118.77","122.55","-","309.51","13.77"
"Neogen Chemicals Ltd","Specialty Chemicals","5251.67","147.31","42.98","6.91","7.52","47.99","-","-","-30.66","13.89"
"Zaggle Prepaid Ocean Services Ltd","Software Services","5216.92","118.51","50.38","9.07","6.63","61.32","-","-","65.13","4.10"
"Hemisphere Properties India Ltd","Real Estate","5170.76","-526.55","-14.94","14.52","648.78","-","-","-","-51.78","-0.34"
"Nippon India ETF Gold BeES","Gold","5168.88","-","9.81","-","-","-","-","0.00","-","-"
"Websol Energy System Ltd","Renewable Energy Equipment & Services","5138.20","-42.48","73.11","47.70","191.58","-","147.06","-","-375.51","-29.87"
"CSB Bank Ltd","Private Banks","5125.96","9.04","-24.87","1.35","1.46","2.41","2.87","-","3.56","32.64"
"India Tourism Development Corp Ltd","Tour & Travel Services","5106.71","72.60","-10.85","13.50","9.31","38.65","120.64","0.42","27.64","8.20"
"PTC India Ltd","Power Trading & Consultancy","5104.96","10.70","-25.52","0.85","0.30","7.06","2.08","-","7.02","16.11"
"Cyient DLM Ltd","Industrial Machinery","5077.97","82.97","-6.73","5.59","4.16","34.09","-","-","54.34","9.26"
"Heidelbergcement India Ltd","Cement","5072.96","30.24","14.48","3.45","2.10","12.54","14.51","-","69.15","7.40"
"Grauer And Weil (India) Ltd","Specialty Chemicals","5053.27","34.54","11.73","6.28","4.27","20.75","31.77","-","72.67","4.30"
"Advanced Enzyme Technologies Ltd","Specialty Chemicals","4993.23","37.46","15.67","3.64","7.56","19.99","35.32","1.14","26.18","11.92"
"Magellanic Cloud Ltd","IT Services & Consulting","4973.20","48.37","-10.73","12.22","8.61","26.01","155.61","0.04","29.52","1.76"
"Awfis Space Solutions Ltd","Business Support Services","4965.73","-282.63","67.69","19.75","5.68","20.98","21.74","-","54.09","-7.10"
"Kirloskar Industries Ltd","Investment Banking & Brokerage","4951.96","24.71","9.69","0.73","0.77","9.80","8.61","-","-8.57","202.31"
"Sundaram Clayton Ltd","Auto Parts","4931.29","-41.05","42.11","8.22","3.40","99.97","108.38","0.21","-11.40","-59.38"
"Dynamatic Technologies Ltd","Auto Parts","4931.10","40.48","-12.44","7.38","3.18","20.46","50.66","0.14","175.24","179.36"
"Orissa Minerals Development Company Ltd","Mining - Diversified","4888.29","1727.31","21.76","-381.90","54.69","165.37","-","-","117.04","4.70"
"TeamLease Services Ltd","Employment Services","4856.95","43.31","-11.71","5.99","0.52","25.23","41.22","-","1.70","66.23"
"Wonderla Holidays Ltd","Theme Parks & Gaming","4843.24","30.66","-14.75","4.42","9.57","18.39","27.26","0.29","6.07","27.92"
"Jana Small Finance Bank Ltd","Private Banks","4832.59","7.22","-5.00","1.35","1.03","4.82","6.84","-","74.41","83.92"
"MTAR Technologies Ltd","Industrial Machinery","4826.18","86.01","-16.02","7.14","8.23","41.91","84.09","-","-45.74","18.24"
"Thyrocare Technologies Ltd","Hospitals & Diagnostic Centres","4810.72","67.99","40.99","9.12","8.27","31.49","28.70","-","9.67","13.37"
"Restaurant Brands Asia Ltd","Restaurants & Cafes","4805.64","-22.05","-4.50","7.64","1.96","23.48","13.88","-","1.85","-4.40"
"MSTC Ltd","Commodities Trading","4749.18","23.24","-22.32","5.34","4.94","10.27","-","2.30","-15.54","29.03"
"Cartrade Tech Ltd","Online Services","4739.94","331.46","43.29","2.20","8.54","51.92","298.67","-","-58.06","3.05"
"VRL Logistics Ltd","Logistics","4727.67","53.21","-2.64","5.00","1.62","13.82","11.15","-","-72.37","10.11"
"Banco Products (India) Ltd","Auto Parts","4717.73","17.38","5.48","4.49","1.68","11.04","10.30","3.03","15.21","37.95"
"Vaibhav Global Ltd","Apparel & Accessories","4699.14","36.74","-25.25","3.73","1.53","16.32","16.97","2.11","21.23","7.74"
"Bannari Amman Sugars Ltd","Sugar","4675.80","30.70","46.05","2.77","2.10","16.46","17.05","0.34","6.21","121.45"
"Greenpanel Industries Ltd","Wood Products","4663.52","32.68","19.12","3.54","2.93","17.60","34.56","0.39","-44.37","11.64"
"Orient Electric Ltd","Home Electronics & Appliances","4657.14","61.87","0.17","7.29","1.54","26.13","39.38","0.69","-1.04","3.53"
"Bombay Dyeing and Mfg Co Ltd","Textiles","4651.99","1.58","30.05","2.52","0.69","1.02","13.11","0.53","670.67","142.77"
"Nocil Ltd","Commodity Chemicals","4639.92","34.89","0.04","2.73","3.13","18.25","23.09","1.08","-10.85","7.98"
"Shanthi Gears Ltd","Auto Parts","4602.95","55.96","7.71","13.33","8.26","37.04","126.98","0.83","22.67","10.72"
"Greenply Industries Ltd","Wood Products","4602.77","65.80","41.53","6.49","2.09","25.97","41.50","-","-23.82","5.67"
"Bharat Rasayan Ltd","Fertilizers & Agro Chemicals","4599.94","48.16","12.99","4.66","4.26","29.77","111.98","0.01","-23.35","229.85"
"Utkarsh Small Finance Bank Ltd","Diversified Financials","4563.37","9.17","-28.38","1.53","1.28","2.12","4.60","1.20","10.45","4.99"
"Pitti Engineering Ltd","Industrial Machinery","4535.60","50.28","56.61","10.90","3.58","22.32","61.64","0.11","53.31","28.14"
"Hawkins Cookers Ltd","Housewares","4509.18","41.05","34.96","13.52","4.36","27.07","25.88","1.41","15.89","207.72"
"Tinplate Company of India Ltd","Iron & Steel","4505.94","31.55","-","3.57","1.12","13.85","20.93","0.70","-59.53","13.63"
"Jamna Auto Industries Ltd","Auto Parts","4472.31","21.77","-13.77","4.95","1.84","13.71","49.70","1.96","21.94","5.15"
"Aarti Drugs Ltd","Pharmaceuticals","4454.89","25.99","-2.35","3.48","1.76","15.42","12.41","0.21","3.46","18.58"
"Nippon India ETF Nifty 50 BeES","Equity","4449.40","-","10.20","-","-","-","-","0.00","-","-"
"V2 Retail Ltd","Retail - Apparel","4448.71","159.85","143.17","16.19","3.80","31.69","47.62","-","316.45","8.07"
"Gufic Biosciences Ltd","Pharmaceuticals","4429.26","51.42","37.75","8.32","5.48","32.07","-","-","-","8.59"
"Solara Active Pharma Sciences Ltd","Pharmaceuticals","4422.45","-7.79","58.02","4.72","3.42","-","40.62","-","-2458.12","-145.27"
"Bajaj Hindusthan Sugar Ltd","Sugar","4417.33","-51.12","4.62","0.98","0.72","28.36","6.86","-","35.86","-0.68"
"SeQuent Scientific Ltd","Pharmaceuticals","4412.11","-123.00","44.69","6.19","3.16","88.81","144.19","-","70.46","-1.44"
"Morepen Laboratories Ltd","Pharmaceuticals","4397.33","45.72","54.92","5.19","2.58","25.34","59.93","-","140.52","1.88"
"Hikal Ltd","Pharmaceuticals","4383.34","62.98","12.61","3.69","2.45","19.22","23.48","0.34","-11.20","5.64"
"Kaveri Seed Company Ltd","Seeds","4380.09","14.66","13.32","3.54","3.62","11.14","11.25","-","16.99","55.65"
"EMS Ltd","Construction & Engineering","4374.16","28.71","80.07","5.46","5.41","19.71","-","-","29.73","29.72"
"Fineotex Chemical Ltd","Specialty Chemicals","4371.23","36.48","0.58","9.64","7.47","26.10","44.89","0.41","35.64","10.82"
"Harsha Engineers International Ltd","Industrial Machinery","4360.10","39.13","13.46","3.71","3.07","21.01","32.11","0.21","-16.46","12.24"
"Jubilant Industries Ltd","Diversified Chemicals","4352.74","154.74","45.70","18.58","3.47","59.00","57.37","-","-54.78","18.67"
"Uflex Ltd","Packaging","4329.44","-6.27","35.71","0.60","0.32","15.89","5.25","0.17","-243.76","-95.59"
"SG Mart Ltd","Renewable Electricity","4328.12","71.02","-18.79","3.98","1.59","36.21","-","-","-","5.47"
"Rossari Biotech Ltd","Specialty Chemicals","4313.91","33.01","3.06","4.12","2.35","16.96","99.72","0.06","21.66","23.68"
"Supriya Lifescience Ltd","Pharmaceuticals","4309.85","36.18","35.81","5.29","7.42","22.72","38.04","-","32.56","14.80"
"Eraaya Lifespaces Ltd","-","4308.63","12672.43","348.62","322.99","14.48","9352.32","-","-","-32.93","0.41"
"JTEKT India Ltd","Auto Parts","4307.00","40.29","-6.50","5.24","1.90","18.57","24.97","0.35","20.31","4.29"
"Medi Assist Healthcare Services Ltd","Insurance","4293.81","64.13","26.18","8.92","6.58","31.88","64.69","0.41","-10.48","9.63"
"Avantel Ltd","Communication & Networking","4278.14","81.41","34.60","26.07","18.95","51.46","65.64","0.11","95.77","2.16"
"Shaily Engineering Plastics Ltd","Industrial Machinery","4249.40","74.17","49.80","9.25","6.53","35.60","46.06","0.11","389.10","12.49"
"Styrenix Performance Materials Ltd","Commodity Chemicals","4246.23","24.52","57.01","5.88","1.90","15.25","19.63","4.06","-5.38","98.47"
"Greaves Cotton Ltd","Industrial Machinery","4238.84","-31.34","36.07","2.53","1.48","-","-","1.09","-273.18","-5.84"
"RPG Life Sciences Limited","Pharmaceuticals","4219.27","48.13","65.63","11.26","7.16","30.02","44.71","0.63","29.60","53.00"
"Prime Focus Ltd","Animation","4203.20","-10.39","37.81","5.41","1.01","19.23","-","-","-374.51","-13.50"
"D P Abhushan Ltd","Precious Metals Jewellery & Watches","4194.10","67.80","80.01","17.57","1.79","42.07","-","-","36.50","27.80"
"Rajoo Engineers Ltd","Industrial Machinery","4185.39","199.11","179.35","33.04","20.79","135.67","2168.59","-","144.17","2.28"
"Gateway Distriparks Ltd","Logistics","4183.02","16.33","-19.23","2.15","2.68","11.58","13.02","2.39","6.81","5.13"
"Jayaswal Neco Industries Ltd","Iron & Steel","4179.18","19.90","-14.18","1.85","0.70","7.06","6.14","-","-7.44","2.16"
"Pearl Global Industries Ltd","Apparel & Accessories","4172.98","23.87","51.22","5.10","1.20","12.38","11.85","-","55.90","53.70"
"Samhi Hotels Ltd","Hotels Resorts & Cruise Lines","4167.58","-17.76","-2.58","4.01","4.24","28.62","15.17","-","63.33","-15.37"
"S H Kelkar and Company Ltd","Specialty Chemicals","4167.16","34.04","34.58","3.43","2.13","15.09","38.78","0.25","100.13","8.84"
"Ramky Infrastructure Ltd","Construction & Engineering","4153.60","13.50","0.76","2.23","1.79","7.44","11.22","-","-73.01","44.48"
"LG Balakrishnan & Bros Ltd","Industrial Machinery","4145.06","15.28","-1.20","2.52","1.73","8.64","12.09","1.36","7.71","86.44"
"Subros Ltd","Auto Parts","4138.88","42.40","5.51","4.33","1.34","14.96","25.08","0.28","103.76","14.96"
"Innova Captab Ltd","Pharmaceuticals","4119.91","43.67","53.41","4.96","3.77","25.63","28.15","-","-30.33","17.93"
"Epack Durable Ltd","Home Electronics & Appliances","4111.74","116.22","108.75","4.61","2.88","35.51","16.00","-","-22.04","4.78"
"Imagicaaworld Entertainment Ltd","Theme Parks & Gaming","4094.51","7.57","-11.07","5.15","5.20","6.80","38.56","-","-15.24","12.11"
"Moschip Technologies Ltd","Software Services","4090.33","414.42","34.27","15.18","13.77","110.03","131.61","-","46.81","0.56"
"Patel Engineering Ltd","Construction & Engineering","4080.81","14.06","-20.58","1.29","0.86","6.64","5.93","-","32.91","3.75"
"Fiem Industries Ltd","Auto Parts","4070.99","24.57","35.10","4.59","1.99","13.66","30.18","1.29","18.51","62.96"
"Fedbank Financial Services Ltd","Diversified Financials","4069.91","16.63","-12.46","1.80","2.51","33.45","-","-","26.44","7.08"
"WPIL Ltd","Industrial Machinery","4065.55","8.56","14.94","2.61","1.86","4.82","-","0.96","151.12","48.63"
